Date,Location,Distance,Prize,Category,Class,Ground_state,Horses
               15. Mai 2016             ,              Saarbrücken            ,1900 m  ,  2200 €,F,,                     Boden: g-w                  ,"['                   1.             ', ' Beagle Boy (IRE) ', 'S.Hofer', '', '55,0', '                   2.             ', ' From Frost (GB) ', 'M.Pecheur', '', '59,0', '                   3.             ', ' Choice Of Destiny (GB) ', 'H.Mouchova', '', '53,0', '                   4.             ', ' A Judith (FR) ', 'I.Poullis', '', '54,0', '                   5.             ', ' Perfect Swing (IRE) ', 'M.Cadeddu', '', '55,0', '                   6.             ', ' Onneck ', 'R.Danz', '', '55,0']"
               15. Mai 2016             ,              Saarbrücken            ,1900 m  ,  10000 €,D,III,                     Boden: g-w                  ,"['                   1.             ', ' Donna Sophia ', 'B.Weber', '', '60,5', '                   2.             ', ' Bavarian Beauty ', 'I.Poullis', '', '53,5', '                   3.             ', ' Pissarro ', 'H.Mouchova', '', '59,5', '                   4.             ', ' Claudia Octavia (GB) ', 'M.Cadeddu', '', '60,5', '                   5.             ', ' Praetor (FR) ', 'M.Lopez', '', '54,5', '                   6.             ', ' Noble Fighter (IRE) ', 'S.Hofer', '', '54,5', '                   7.             ', ' Fuscano ', 'R.Danz', '', '58,0', '                   8.             ', ' Montino ', 'F.Ladu', '', '57,5', '                   9.             ', ' Smart Shuffle ', 'M.Pecheur', '', '55,0']"
               15. Mai 2016             ,              Saarbrücken            ,2450 m  ,  5500 €,E,IV,                     Boden: g-w                  ,"['                   1.             ', ' Saraceno ', 'M.Pecheur', '', '60,5', '                   2.             ', ' Peseta ', 'C.Henrique', '', '58,0', '                   3.             ', ' Cyrus Sod (GB) ', 'F.Ladu', '', '60,0', '                   4.             ', ' Avio ', 'O.Laznovska', '', '54,5', '                   5.             ', ' Phoenix Shadow ', 'I.Poullis', '', '54,0', '                   6.             ', ' Dome Rocket (GB) ', 'S.Hofer', '', '56,5', '                   7.             ', ' Allianz ', 'K.Braye', '', '59,5', '                   8.             ', ' Petit Filou ', 'H.Mouchova', '', '55,0', '                   9.             ', ' Bromix (FR) ', 'E.R.Weißmeier', '', '51,0']"
               15. Mai 2016             ,              Saarbrücken            ,1350 m  ,  2700 €,F,IV,                     Boden: g-w                  ,"['                   1.             ', ' Control Chief (GB) ', 'H.Mouchova', '', '52,0', '                   2.             ', ' Dawn Prayer (GB) ', 'C.Henrique', '', '61,0', '                   3.             ', ' Angel Danon (GB) ', 'K.Braye', '', '63,5', '                   4.             ', ' Inspiration ', 'E.Herresthal', '', '53,0', '                   5.             ', ' Princess Sara (AUT) ', 'S.Hofer', '', '55,0', '                   6.             ', ' Belus ', 'M.Pecheur', '', '55,5', '                   7.             ', ' Ice Club (IRE) ', 'O.Laznovska', '', '55,0', '                   8.             ', ' Brio (GB) ', 'L.Giesgen', '', '55,5', '                   9.             ', ' Hippocrene (IRE) ', 'I.Poullis', '', '53,0', '                   0.             ', ' Ramynda ', 'R.Danz', '', '52,0']"
               16. Mai 2016             ,              Hannover            ,1750 m  ,  6000 €,D,III,                     Boden: gut                  ,"['                   1.             ', ' Words Of Love ', 'J.Bojko', '', '57,0', '                   2.             ', ' Dark Forrest ', 'F.Minarik', '', '56,5', '                   3.             ', ' König Arte ', 'D.Schiergen', '', '59,5', '                   4.             ', ' Viscount Vert (IRE) ', 'S.Hellyn', '', '54,0', '                   5.             ', ' Shy Moon ', 'A.Suborics', '', '57,0']"
               16. Mai 2016             ,              Hannover            ,2000 m  ,  5100 €,D,3yo,                     Boden: gut                  ,"['                   1.             ', ' Wai Key Star ', 'J.Bojko', '', '58,0', '                   2.             ', ' Amiga (IRE) ', 'S.Hellyn', '', '55,0', '                   3.             ', ' Gauguin ', 'F.Minarik', '', '57,5', '                   4.             ', ' Lamarck (GB) ', 'M.Seidl', '', '57,0', '                   5.             ', ' Nickname ', 'B.Ganbat', '', '57,0', '                   6.             ', ' Weißer Stern ', 'A.Suborics', '', '57,5', '                   7.             ', ' Escobar ', 'N.Richter', '', '57,0']"
               16. Mai 2016             ,              Hannover            ,2200 m  ,  4000 €,E,,                     Boden: gut                  ,"['                   1.             ', ' Oriental Ghost ', 'B.Ganbat', '', '58,0', '                   2.             ', ' Descarado ', 'F.F.Da Silva', '', '57,0', '                   3.             ', ' Minnetonka ', 'M.Seidl', '', '55,0', '                   4.             ', ' Kween Marmalade (GB) ', 'F.Minarik', '', '55,0', '                   5.             ', ' Perfect Princess ', 'N.Sechi', '', '52,5', '                   6.             ', ' American Dreamer ', 'J.Bojko', '', '57,0', '                   7.             ', ' Rudina ', 'R.Piechulek', '', '55,0', '                   8.             ', ' Louve De Preaux (FR) ', 'F.Marcialis', '', '53,0', '                   9.             ', ' Inola ', 'S.Hofer', '', '55,0']"
               16. Mai 2016             ,              Hannover            ,1600 m  ,  8750 €,D,3yo,                     Boden: gut                  ,"['                   1.             ', ' Florida ', 'J.Bojko', '', '57,5', '                   2.             ', ' Voodoo ', 'R.Piechulek', '', '58,0', '                   3.             ', ' Restless Mind (FR) ', 'M.Seidl', '', '57,5', '                   4.             ', ' Peppy Music ', 'E.Yavuz', '', '57,5', '                   5.             ', ' Express Yourself ', 'V.Schiergen', '', '57,5', '                   6.             ', ' Belinda Too ', 'B.Ganbat', '', '57,5', '                   7.             ', ' Farina ', 'A.Suborics', '', '57,5', '                   8.             ', ' Si Signora (IRE) ', 'F.Minarik', '', '57,5', '                   9.             ', ' Intendantin ', 'N.Richter', '', '57,5', '                   10.             ', ' Seven Seas ', 'F.F.Da Silva', '', '57,5']"
               16. Mai 2016             ,              Hannover            ,1750 m  ,  22500 €,B,I,                     Boden: gut                  ,"['                   1.             ', ' Starwood ', 'A.Best', '', '52,5', '                   2.             ', ' Atreju ', 'S.Hellyn', '', '56,5', '                   3.             ', ' Seewolf ', 'F.Ladu', '', '56,0', '                   4.             ', ' Koffi Prince ', 'A.Suborics', '', '61,0', '                   5.             ', ' Redesert ', 'F.F.Da Silva', '', '54,0', '                   6.             ', ' Event Mozart ', 'M.Seidl', '', '53,5', '                   7.             ', ' Empire Hurricane ', 'F.Minarik', '', '55,0', '                   8.             ', ' Chantilly ', 'N.Richter', '', '52,0']"
               16. Mai 2016             ,              Hannover            ,2200 m  ,  25000 €,A,3yo,                     Boden: gut                  ,"['                   1.             ', ' Boscaccio ', 'D.Schiergen', '', '58,0', '                   2.             ', ' Moonshiner ', 'F.Minarik', '', '58,0', '                   3.             ', ' Dschingis Secret ', 'M.Seidl', '', '58,0', '                   4.             ', ' Bora Rock (IRE) ', 'V.Schiergen', '', '56,0', '                   5.             ', ' Tassilo (FR) ', 'S.Hellyn', '', '59,0', '                   6.             ', ' Light Of Air (FR) ', 'J.Bojko', '', '58,0', '                   7.             ', ' Antares ', 'B.Ganbat', '', '56,0']"
               16. Mai 2016             ,              Hannover            ,1600 m  ,  4350 €,E,IV,                     Boden: gut                  ,"['                   1.             ', ' Geladi (H) ', 'B.Ganbat', '', '56,5', '                   2.             ', ' Novacovic ', 'J.Bojko', '', '58,5', '                   3.             ', ' Winola ', 'S.Hellyn', '', '57,5', '                   4.             ', ' Ramona Beat ', 'F.Minarik', '', '55,0', '                   5.             ', ' Liverbird ', 'F.F.Da Silva', '', '56,0', '                   6.             ', ' Russian Swing ', 'A.Suborics', '', '59,0', '                   7.             ', ' Fusco (GB) ', 'N.Sechi', '', '56,0', '                   8.             ', ' Giant Step ', 'F.Ladu', '', '59,0', '                   9.             ', ' Belmondo (GB) ', 'R.Piechulek', '', '59,0', '                   10.             ', ' Dingari (FR) ', 'A.Best', '', '56,0', '                   11.             ', ' Sandrine ', 'M.Seidl', '', '54,0', '                   12.             ', ' Flying Prince ', 'F.Marcialis', '', '52,5', '                   13.             ', ' Mountain Man (GB) ', 'S.Hofer', '', '58,0']"
               16. Mai 2016             ,              Hannover            ,1600 m  ,  4000 €,E,,                     Boden: gut                  ,"['                   1.             ', ' Gereon ', 'D.Schiergen', '', '58,5', '                   2.             ', ' Abendwind ', 'S.Hellyn', '', '56,0', '                   3.             ', ' Darasita ', 'F.Minarik', '', '54,0', '                   4.             ', ' Giants Cauldron ', 'J.Bojko', '', '56,0', '                   5.             ', ' Victory Tiger ', 'B.Ganbat', '', '56,0', '                   6.             ', ' Meloria ', 'S.Hofer', '', '54,0']"
               16. Mai 2016             ,              Hannover            ,2200 m  ,  6000 €,D,III,                     Boden: gut                  ,"['                   1.             ', ' Wameera ', 'J.Bojko', '', '52,0', '                   2.             ', ' Donau (IRE) ', 'B.Ganbat', '', '55,5', '                   3.             ', ' Glam Rock ', 'F.Minarik', '', '58,0', '                   4.             ', ' Chancy (IRE) ', 'A.Suborics', '', '59,5', '                   5.             ', ' Leo El Toro ', 'F.F.Da Silva', '', '59,0', '                   6.             ', ' Fanny ', 'R.Piechulek', '', '60,0']"
               16. Mai 2016             ,              Köln            ,2200 m  ,  5100 €,D,,                     Boden: gut                  ,"['                   1.             ', ' Weltmacht (GB) ', 'A.de Vries', '', '56,0', '                   2.             ', ' Empoli ', 'A.Starke', '', '58,0', '                   3.             ', ' Attalos ', 'I.Ferguson', '', '58,0', '                   4.             ', ' Lucky Fritz ', 'F.X.Weißmeier', '', '58,0']"
               16. Mai 2016             ,              Köln            ,2200 m  ,  10000 €,C,II,                     Boden: gut                  ,"['                   1.             ', ' Jungleboogie ', 'A.Starke', '', '62,0', '                   2.             ', ' Jule ', 'M.Lopez', '', '53,0', '                   3.             ', ' Matchwinner ', 'I.Ferguson', '', '60,0', '                   4.             ', ' Angreifer ', 'E.Frank', '', '55,5', '                   5.             ', ' Risalto (FR) ', 'M.Lerner', '', '54,5', '                   6.             ', ' Wild Motion ', 'A.de Vries', '', '57,0', '                   7.             ', ' Memel ', 'C.Henrique', '', '52,0']"
               16. Mai 2016             ,              Köln            ,1850 m  ,  5550 €,F,IV,                     Boden: gut                  ,"['                   1.             ', ' Silvery Moon (FR) ', 'A.Starke', '', '63,0', '                   2.             ', ' Frieda My Love (FR) ', 'J.A.Prasser', '', '59,5', '                   3.             ', ' Dutch Master (GB) ', 'R.Weber', '', '59,0', '                   4.             ', ' Ronnie Rockcake (GB) ', 'A.Pietsch', '', '57,5', '                   5.             ', ' Morius Victus ', 'M.Lerner', '', '58,0', '                   6.             ', ' Hong Kong Phooey (IRE) ', 'A.de Vries', '', '62,5', '                   7.             ', ' Prairie Adel ', 'E.Pedroza', '', '59,0', '                   8.             ', ' Leonarda ', 'L.M.Engels', '', '58,0', '                   9.             ', ' Lausanne ', 'T.Scardino', '', '56,5', '                   10.             ', ' Taka Angel (IRE) ', 'E.R.Weißmeier', '', '53,5', '                   11.             ', ' Evento ', 'A.Helfenbein', '', '53,5']"
               16. Mai 2016             ,              Köln            ,1600 m  ,  6500 €,E,III,                     Boden: gut                  ,"['                   1.             ', ' Dragoslav (GB) ', 'S.Vogt', '', '57,5', '                   2.             ', ' Tansfeeq (GB) ', 'C.Müller', '', '52,0', '                   3.             ', ' Power Of Paradise ', 'L.M.Engels', '', '51,0', '                   4.             ', ' All Percy (GB) ', 'R.Weber', '', '57,5', '                   5.             ', ' Big Moun (FR) ', 'L.Giesgen', '', '62,5', '                   6.             ', ' Pleasant Princess (IRE) ', 'E.R.Weißmeier', '', '56,5', '                   7.             ', ' Iggy (GB) ', 'C.Giesgen', '', '50,5', '                   8.             ', ' Kings Breizh (FR) ', 'J.N.Mölls', '', '57,5']"
               16. Mai 2016             ,              Köln            ,1400 m  ,  5550 €,F,IV,                     Boden: gut                  ,"['                   1.             ', ' Yard Of Ale (GB) ', 'A.Pietsch', '', '60,0', '                   2.             ', ' Crystal Doll (HOL) ', 'M.Lerner', '', '55,0', '                   3.             ', ' Meerwind ', 'R.Weber', '', '56,0', '                   4.             ', ' Goldie Doll (HOL) ', 'R.Schistl', '', '56,0', '                   5.             ', ' Fushun (AUT) ', 'A.Helfenbein', '', '53,5', '                   6.             ', ' Anna Sophie ', 'C.Giesgen', '', '49,0', '                   7.             ', ' Zuzu Angel (IRE) ', 'A.de Vries', '', '58,5', '                   8.             ', ' Hidden Destiny (GB) ', 'E.R.Weißmeier', '', '53,0', '                   9.             ', ' Queenoftheprairie (GB) ', 'R.Danz', '', '52,0', '                   10.             ', ' Silencio ', 'O.Laznovska', '', '64,0', '                   11.             ', ' Dorietta ', 'M.Lopez', '', '53,0', '                   12.             ', ' Narborough (GB) ', 'E.Pedroza', '', '58,5']"
               16. Mai 2016             ,              Köln            ,2200 m  ,  6500 €,E,IV,                     Boden: gut                  ,"['                   1.             ', ' Just Because (GB) ', 'R.Schistl', '', '57,0', '                   2.             ', ' Christoph Columbus ', 'M.Lerner', '', '54,5', '                   3.             ', ' Alasdair (FR) ', 'E.R.Weißmeier', '', '50,0', '                   4.             ', ' Nordsturm ', 'E.Frank', '', '56,0', '                   5.             ', ' Winley ', 'A.Pietsch', '', '58,0', '                   6.             ', ' Guardian Angel ', 'A.de Vries', '', '56,5', '                   7.             ', ' Clubber Lang (IRE) ', 'C.Henrique', '', '52,5', '                   8.             ', ' Best Love Song ', 'R.Weber', '', '56,0', '                   9.             ', ' Kreuz As ', 'A.Helfenbein', '', '65,0', '                   10.             ', ' Culworth Boy (IRE) ', 'M.Lopez', '', '54,0']"
               16. Mai 2016             ,              Köln            ,1600 m  ,  153000 €,A,3yo,                     Boden: gut                  ,"['                   1.             ', ' Knife Edge (IRE) ', 'R.L.Moore', '', '58,0', '                   2.             ', ' Degas ', 'A.de Vries', '', '58,0', '                   3.             ', ' Noor Al Hawa (FR) ', 'E.Pedroza', '', '58,0', '                   4.             ', ' Millowitsch ', 'A.Helfenbein', '', '58,0', '                   5.             ', ' Parvaneh (IRE) ', 'M.Lerner', '', '56,5', '                   6.             ', ' Baroncello ', 'E.Frank', '', '58,0', '                   7.             ', ' Molly King ', 'A.Pietsch', '', '58,0', '                   8.             ', ' Omar Bradley (USA) ', 'P.A.Graberg', '', '58,0', '                   9.             ', ' Royal Shaheen (FR) ', 'J.L.Silverio', '', '58,0', '                   10.             ', ' Veneto ', 'R.Schistl', '', '58,0']"
               16. Mai 2016             ,              Köln            ,1850 m  ,  4200 €,E,,                     Boden: gut                  ,"['                   1.             ', ' Northern Rock ', 'M.Lopez', '', '57,0', '                   2.             ', ' Kizingo (IRE) ', 'A.de Vries', '', '56,0', '                   3.             ', ' Stealing The Show (GB) ', 'F.X.Weißmeier', '', '58,0', '                   4.             ', ' Black Wolf Run (IRE) ', 'A.Helfenbein', '', '57,0', '                   5.             ', ' Global Thunder ', 'A.Pietsch', '', '57,0', '                   6.             ', ' Limatina ', 'E.Pedroza', '', '55,0', '                   7.             ', ' Time Big Ben ', 'C.Henrique', '', '55,0']"
               16. Mai 2016             ,              Köln            ,2200 m  ,  8750 €,D,3yo,                     Boden: gut                  ,"['                   1.             ', ' Kasalla ', 'A.de Vries', '', '57,0', '                   2.             ', ' Russian Flamenco ', 'E.Pedroza', '', '56,0', '                   3.             ', ' Silver Sea (GB) ', 'R.Schistl', '', '59,0', '                   4.             ', ' Mungus (GB) ', 'A.Helfenbein', '', '59,0', '                   5.             ', ' Rapid Loup ', 'A.Pietsch', '', '56,0']"
               16. Mai 2016             ,              München            ,2000 m  ,  4000 €,E,IV,                     Boden: gut stellenweise weich                  ,"['                   1.             ', ' Winoso (HUN) ', 'B.Mühlbauer', '', '59,0', '                   2.             ', ' Nic Mountain (GB) ', 'K.Clijmans', '', '58,5', '                   3.             ', ' Alta Monte ', 'E.M.Zwingelstein', '', '53,5', '                   4.             ', ' Sardegna (FR) ', 'D.Porcu', '', '59,0', '                   5.             ', ' Power Speedy ', 'M.Pecheur', '', '53,5', '                   6.             ', ' Air Attack (IRE) ', 'D.Moffatt', '', '57,5']"
               16. Mai 2016             ,              München            ,2100 m  ,  3100 €,F,IV,                     Boden: gut stellenweise weich                  ,"['                   1.             ', ' Si Partout (FR) ', 'B.Roesch', '', '56,0', '                   2.             ', ' Dusty Cloud ', 'S.Pattinson', '', '57,5', '                   3.             ', ' Distant Day (IRE) ', 'R.N.J.van Eck/NL', '', '62,5', '                   4.             ', ' Sunny Beach (POL) ', 'Marta Müller', '', '60,5', '                   5.             ', ' Bacchus Danon (IRE) ', 'K.Woodburn', '', '56,0', '                   6.             ', ' La Luna Sonja ', 'L.M.Mattes', '', '57,0', '                   7.             ', ' Superkate (GB) ', 'T.Straßmeier', '', '62,0', '                   8.             ', ' Go Go Queen (FR) ', 'C.Fleißner', '', '62,0']"
               16. Mai 2016             ,              München            ,2200 m  ,  5100 €,D,3yo,                     Boden: gut stellenweise weich                  ,"['                   1.             ', ' Landin ', 'D.Porcu', '', '57,0', '                   2.             ', ' Leomar ', 'M.Cadeddu', '', '58,0', '                   3.             ', ' Atillio (IRE) ', 'Sh.Foley', '', '57,0', '                   4.             ', ' Miss England ', 'K.Clijmans', '', '56,0', '                   5.             ', ' Noble Hero ', 'M.Pecheur', '', '57,0', '                   6.             ', ' Kil Al Jamal (FR) ', 'I.Poullis', '', '55,0']"
