Date,Location,Distance,Prize,Category,Class,Ground_state,Horses
,, m  ,   €,,,                     Boden:                   ,[]
               02. Dezember 2012             ,              Neuss (Sand)            ,1500 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Birthday Prince ', 'A.Pietsch', '', '58,0', '                   2.             ', ' Chartreuse ', 'T.Nagy', '', '58,0', '                   3.             ', ' Pedro Cays ', 'J.Bojko', '', '58,0', '                   4.             ', ' Goldenveil ', 'S.Wandt', '', '56,0', '                   5.             ', ' Prince Vince ', 'R.Danz', '', '57,0', '                   6.             ', ' True Lies ', 'E.Frank', '', '56,0', '                   7.             ', ' Sajja ', 'J.Palik', '', '58,0', '                   8.             ', ' Serafina ', 'M.Lopez', '', '56,0', '                   9.             ', ' Serko (FR) (H) ', 'F.X.Weißmeier', '', '58,0', '                   10.             ', "" Champion's Time "", 'D.Porcu', '', '56,0']"
               02. Dezember 2012             ,              Neuss (Sand)            ,1500 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Kreuz As ', 'A.Pietsch', '', '58,0', '                   2.             ', ' Calyxa ', 'A.Starke', '', '56,0', '                   3.             ', ' Ciel de Loire ', 'R.Piechulek', '', '56,0', '                   4.             ', "" I'm on Fire "", 'F.Minarik', '', '56,5', '                   5.             ', ' Casiro ', 'T.Nagy', '', '58,0', '                   6.             ', ' Free Writer ', 'M.Lopez', '', '58,0', '                   7.             ', ' Maid For Sunshine ', 'S.Hellyn', '', '56,0']"
               02. Dezember 2012             ,              Neuss (Sand)            ,1900 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Flashing Star ', 'M.Seidl', '', '64,0', '                   2.             ', ' Cioccomia ', 'N.Wagner', '', '56,0', '                   3.             ', ' Shakti ', 'F.Minarik', '', '57,5', '                   4.             ', ' White River ', 'O.Laznovska', '', '52,5', '                   5.             ', ' Sir Hilleshage ', 'A.Pietsch', '', '60,5', '                   6.             ', ' Rocket Night ', 'A.Best', '', '56,0', '                   7.             ', ' Ribana ', 'M.Pecheur', '', '51,0', '                   8.             ', ' Feuergott ', 'S.Wandt', '', '53,0', '                   9.             ', ' Najade ', 'N.Ermashev', '', '57,5', '                   10.             ', "" Tiger's Star "", 'H.Mouchova', '', '55,5', '                   11.             ', ' Easter Snow ', 'R.Danz', '', '57,0']"
               02. Dezember 2012             ,              Neuss (Sand)            ,1900 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Dreamspeed ', 'S.Wandt', '', '56,0', '                   2.             ', ' Turgenjew ', 'A.Starke', '', '56,0', '                   3.             ', ' Feather Cloud ', 'J.Bojko', '', '57,0', '                   4.             ', ' Bobbi Dick ', 'M.Pecheur', '', '55,0', '                   5.             ', ' Merlino ', 'R.Danz', '', '55,0', '                   6.             ', ' New Soul ', 'M.Murke', '', '54,0']"
               02. Dezember 2012             ,              Neuss (Sand)            ,1500 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Leoderprofi ', 'F.Minarik', '', '53,0', '                   2.             ', ' Worlds Danger ', 'M.Pecheur', '', '53,5', '                   3.             ', ' Küheylah Asil ', 'A.Pietsch', '', '59,0', '                   4.             ', ' Feather Storm ', 'J.Bojko', '', '54,0', '                   5.             ', ' Torres ', 'A.Starke', '', '60,0', '                   6.             ', ' Alexis ', 'M.Seidl', '', '53,0', '                   7.             ', ' König Shuttle ', 'M.Lopez', '', '59,0', '                   8.             ', ' Little Star ', 'S.Hellyn', '', '62,0', '                   9.             ', ' Historic Occasion (IRE) ', 'A.Best', '', '52,5']"
               02. Dezember 2012             ,              Neuss (Sand)            ,1500 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Rabia ', 'M.Seidl', '', '54,0', '                   2.             ', ' Manisa (FR) ', 'F.Minarik', '', '56,0', '                   3.             ', ' Timorow ', 'A.Starke', '', '58,0', '                   4.             ', ' Al Quintana ', 'R.Piechulek', '', '56,0', '                   5.             ', ' Winning Baby ', 'M.Pecheur', '', '56,0', '                   6.             ', ' Fire of Anatolia ', 'E.Frank', '', '56,0', '                   7.             ', ' Villanesco ', 'A.Pietsch', '', '58,0', '                   8.             ', ' Be my Lion ', 'S.Wandt', '', '58,0', '                   9.             ', ' Lunar Prospect (FR) ', 'J.Palik', '', '58,0']"
               02. Dezember 2012             ,              Neuss (Sand)            ,1900 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Earl Dragon ', 'A.Starke', '', '56,5', '                   2.             ', ' Ami Rouge ', 'M.Pecheur', '', '52,5', '                   3.             ', ' Keyana ', 'N.Richter', '', '51,5', '                   4.             ', ' Monolithos ', 'D.Porcu', '', '58,0', '                   5.             ', ' Turkish ', 'R.Danz', '', '55,5', '                   6.             ', ' Pearl of Danon ', 'M.Seidl', '', '61,0', '                   7.             ', ' Chaudoun ', 'J.Palik', '', '60,5', '                   8.             ', ' Bassow ', 'O.Laznovska', '', '52,5', '                   9.             ', ' Auendancer ', 'S.Wandt', '', '55,5', '                   10.             ', ' Anoro ', 'F.Minarik', '', '58,5', '                   11.             ', ' Bondola ', 'J.Bojko', '', '60,0']"
               02. Dezember 2012             ,              Neuss (Sand)            ,2300 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Iron Will ', 'E.Frank', '', '55,5', '                   2.             ', ' Christoph Columbus ', 'A.Starke', '', '56,0', '                   3.             ', ' Our Passion ', 'F.Minarik', '', '54,5', '                   4.             ', ' Fair Storm ', 'J.Bojko', '', '55,0', '                   5.             ', ' Ghaayer ', 'S.Wandt', '', '61,0', '                   6.             ', ' Wellinas ', 'A.Pietsch', '', '58,5', '                   7.             ', ' Jocund (GB) ', 'A.Best', '', '55,0', '                   8.             ', ' Boshoevenscarlet ', 'S.Hellyn', '', '53,5', '                   9.             ', ' Zerzura ', 'D.Porcu', '', '58,0', '                   10.             ', ' Il Ticino ', 'K.Clijmans', '', '54,5', '                   11.             ', ' Silencio ', 'M.Seidl', '', '60,0']"
               09. Dezember 2012             ,              Dortmund (Sand)            ,2500 m  ,  0 €,,,                     Boden: nass                  ,"['                   1.             ', ' Nuoro ', 'A.Best', '', '59,5', '                   2.             ', ' Adlerorden ', 'A.Pietsch', '', '55,5', '                   3.             ', ' Opatja ', 'M.Pecheur', '', '53,5', '                   4.             ', ' Beach Babe ', 'F.Minarik', '', '57,0', '                   5.             ', ' Jolie Fille ', 'J.Palik', '', '58,5', '                   6.             ', ' Table Mountain ', 'S.Wandt', '', '53,0', '                   7.             ', ' Alrune ', 'D.Porcu', '', '54,5', '                   8.             ', ' Never Tell ', 'N.Richter', '', '53,0', '                   9.             ', ' Lord of Lips ', 'A.Glomba', '', '51,0', '                   10.             ', ' Adrenalin Rush ', 'O.Laznovska', '', '52,5', '                   11.             ', ' Poly Cross ', 'H.Mouchova', '', '51,5']"
