Date,Location,Distance,Prize,Category,Class,Ground_state,Horses
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",1800 m  ,  7000 €,D,,"
                     Boden: gut                  ","['\n                   1.             ', '\n La Sadira ', 'E.Pedroza', 'A.Wöhler', '55,5', '\n                   2.             ', '\n Roshan (USA) ', 'L.Delozier', 'H.Grewe', '58,0', '\n                   3.             ', '\n Daily Delight ', 'A.Starke', 'M.Figge', '56,0', '\n                   4.             ', '\n Asifa ', 'M.Casamento', 'L.Hammer-Hansen', '55,0', '\n                   5.             ', '\n Dolcetta (IRE) ', 'B.Murzabayev', 'A.Bolte', '55,0', '\n                   6.             ', '\n Tintoretto ', 'M.Cadeddu', 'J.P.Carvalho', '57,0', '\n                   7.             ', '\n Oseleta ', 'A.de Vries', 'T.Potters', '56,0', '\n                   8.             ', '\n Maxanto ', 'F.Minarik', 'J.Pohl', '57,5', '\n                   9.             ', '\n Reine Noire ', 'T.Scardino', 'Marco Klein', '55,5', '\n                   10.             ', '\n Nada Mas ', 'A.v.d.Troost', 'Y.Almenräder', '55,0', '\n                   11.             ', '\n Donna Karolina ', 'J.Bojko', 'M.Rotering', '55,0']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",2400 m  ,  52000 €,C,,"
                     Boden: gut                  ","['\n                   1.             ', '\n Queen Josephine ', 'W.Panov', 'M.Figge', '54,0', '\n                   2.             ', '\n Andoro ', 'B.Murzabayev', 'R.Dzubasz', '55,0', '\n                   3.             ', '\n La Pradera (GB) ', 'F.Minarik', 'H.Grewe', '54,0', '\n                   4.             ', '\n Estivo (IRE) ', 'E.Pedroza', 'J.D.Hillis', '55,0', '\n                   5.             ', '\n Ida Alata ', 'L.Delozier', 'H.Grewe', '54,0', '\n                   6.             ', '\n Enjoy The Moon (IRE) ', 'A.Starke', 'P.Schiergen', '58,0', '\n                   7.             ', '\n Nubbel ', 'Jiri Palik', 'M.Klug', '55,0', '\n                   8.             ', '\n Eastwood ', 'S.Vogt', 'C.Bocskai', '55,0', '\n                   9.             ', '\n Kliff ', 'M.Casamento', 'R.Dzubasz', '55,0', '\n                   10.             ', '\n Sa Sal ', 'M.Pecheur', 'M.Rotering', '56,0']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",2200 m  ,  8200 €,F,IV,"
                     Boden: gut                  ","['\n                   1.             ', '\n Epatant (FR) ', 'E.R.Weißmeier', 'R.Weißmeier', '56,5', '\n                   2.             ', '\n Spignel (GB) ', 'B.Ganbat', 'S.J.Hellier', '62,0', '\n                   3.             ', '\n Culworth Boy (IRE) ', 'R.Danz', 'A.Bodenhagen', '54,0', '\n                   4.             ', '\n Nordtänzer ', 'A.de Vries', 'G.Geisler', '60,0', '\n                   5.             ', '\n Giants Cauldron ', 'H.Böhler', 'J.Lehmann', '60,0', '\n                   6.             ', '\n Fit To Run (FR) ', 'P.Cheyer', 'M.Weber', '54,5', '\n                   7.             ', '\n Sweety Heart (FR) ', 'R.Weber', 'K.Kerekes', '62,5', '\n                   8.             ', '\n Bergadler ', 'T.Scardino', 'Marco Klein', '58,5', '\n                   9.             ', '\n Earl Of Heinz (FR) ', 'F.Minarik', 'U.Schwinn', '64,5', '\n                   10.             ', '\n Belle De Jour ', 'B.Murzabayev', 'E.Storp', '55,5', '\n                   11.             ', '\n Golden Tango ', 'V.Schiergen', 'Marco Klein', '59,5', '\n                   12.             ', '\n Kashani (IRE) ', 'R.Mela', 'S.Buchner', '52,0', '\n                   13.             ', '\n Faytosa ', 'J.Bojko', 'C.Thomas', '54,0', '\n                   14.             ', '\n Red Flash ', 'T.Straßmeier', 'J.Straßmeier', '59,0', '\n                   15.             ', '\n Twinnie ', 'H.Mouchova', 'M.Bach', '54,0', '\n                   16.             ', '\n Almata ', 'M.Pecheur', 'D.Müller', '54,0']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",1600 m  ,  11000 €,E,III,"
                     Boden: gut                  ","['\n                   1.             ', '\n Maradan (FR) ', 'J.P.Carvalho', 'J.D.Hillis', '67,0', '\n                   2.             ', '\n Darshano ', 'A.Göritz', 'C.Bocskai', '66,0', '\n                   3.             ', '\n Incorruptible (IRE) ', 'P.J.Werning', 'R.Weißmeier', '68,0', '\n                   4.             ', '\n Ardashir (USA) ', 'A.Suborics', 'A.Suborics', '64,0', '\n                   5.             ', '\n Smoke On The Water ', 'M.F.Weißmeier', 'S.Birner', '67,0', '\n                   6.             ', '\n Novacovic ', 'L.M.Pecheur', 'F.Fuhrmann', '64,0', '\n                   7.             ', '\n Griffone (FR) ', 'H.Grewe', 'J.D.Hillis', '65,5', '\n                   8.             ', '\n Exclusive Potion (FR) ', 'G.Scardino', 'Marco Klein', '65,5']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",2000 m  ,  55000 €,A,Gr III,"
                     Boden: gut                  ","['\n                   1.             ', '\n Alounak (FR) ', 'C.Lecoeuvre', 'W.Hickst', '56,0', '\n                   2.             ', '\n Be My Sheriff ', 'L.Delozier', 'H.Grewe', '57,0', '\n                   3.             ', '\n Royal Youmzain (FR) ', 'E.Pedroza', 'A.Wöhler', '57,0', '\n                   4.             ', '\n Itobo ', 'M.Casamento', 'H.J.Gröschel', '59,0', '\n                   5.             ', '\n Wai Key Star ', 'A.de Vries', 'S.Steinberg', '57,0', '\n                   6.             ', '\n Dato (GB) ', 'B.Ganbat', 'S.Smrczek', '53,0', '\n                   7.             ', '\n Sibelius ', 'M.Pecheur', 'M.Klug', '53,0', '\n                   8.             ', '\n Ismene ', 'F.Minarik', 'J.P.Carvalho', '52,5']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",1200 m  ,  8200 €,F,IV,"
                     Boden: gut                  ","['\n                   1.             ', '\n Killerbiene ', 'M.Seidl', 'M.Kriegsheim', '55,0', '\n                   2.             ', '\n Circuskind (IRE) ', 'M.Pecheur', 'F.Fuhrmann', '61,5', '\n                   3.             ', '\n Lady Cristal (IRE) ', 'S.Vogt', 'B.J.Friesdorf', '60,5', '\n                   4.             ', '\n Bective (IRE) ', 'B.Murzabayev', 'J.Pohl', '58,5', '\n                   5.             ', '\n Sea Ess Seas (IRE) ', 'M.Casamento', 'C.Lenaers/BEL', '62,0', '\n                   6.             ', '\n Rateel (IRE) ', 'E.Pedroza', 'F.Fuhrmann', '57,5', '\n                   7.             ', '\n Ice Club (IRE) ', 'B.Ganbat', 'S.J.Hellier', '55,0', '\n                   8.             ', '\n Modina ', 'M.Cadeddu', 'D.Müller', '54,5', '\n                   9.             ', '\n Prefect (GB) ', 'R.Danz', 'A.Bodenhagen', '52,0', '\n                   10.             ', '\n Zebspear (IRE) ', 'A.Best', 'S.Schleppi', '64,5', '\n                   11.             ', '\n Sequel ', 'V.Schiergen', 'M.Figge', '60,0', '\n                   12.             ', '\n Whiskey Jungle (IRE) ', 'Jiri Palik', 'M.Musialova', '59,5', '\n                   13.             ', '\n Sunbright (IRE) ', 'J.Bojko', 'F.Fuhrmann', '58,5']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",1800 m  ,  14000 €,C,II,"
                     Boden: gut                  ","['\n                   1.             ', '\n Auenwolf ', 'A.de Vries', 'A.Bolte', '58,5', '\n                   2.             ', '\n Toriano (FR) ', 'M.Casamento', 'W.Hickst', '56,0', '\n                   3.             ', '\n Plain Beau (GB) ', 'F.Minarik', 'C.Whitfield', '60,0', '\n                   4.             ', '\n All Win (IRE) ', 'M.Cadeddu', 'H.J.Gröschel', '53,0', '\n                   5.             ', '\n Shutterbug (FR) ', 'L.Delozier', 'W.Mongil', '60,0', '\n                   6.             ', '\n Nordinsky ', 'M.Pecheur', 'D.Moser', '52,0', '\n                   7.             ', '\n Larea (GB) ', 'A.Starke', 'P.Schiergen', '56,5', '\n                   8.             ', '\n Realisator (FR) ', 'S.Vogt', 'C.J.M.Wolters/NL', '55,5', '\n                   9.             ', '\n Action Please ', 'J.Bojko', 'J.D.Hillis', '53,0', '\n                   10.             ', '\n Glad Libero ', 'A.Best', 'S.Schleppi', '61,0']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",1800 m  ,  10000 €,D,III,"
                     Boden: gut                  ","['\n                   1.             ', '\n Alario ', 'M.Casamento', 'W.Hickst', '58,0', '\n                   2.             ', '\n Gallina Du Moulin (FR) ', 'M.Pecheur', 'U.Schwinn', '56,0', '\n                   3.             ', '\n Navaro ', 'L.Delozier', 'H.Grewe', '58,5', '\n                   4.             ', '\n Dreamcatcher ', 'A.Pietsch', 'T.Potters', '55,5', '\n                   5.             ', '\n Itman ', 'S.Vogt', 'C.Bocskai', '61,0', '\n                   6.             ', '\n Spiritofedinburgh (IRE) ', 'E.R.Weißmeier', 'R.Weißmeier', '59,5', '\n                   7.             ', '\n Nice Glory (FR) ', 'A.de Vries', 'W.Glanz', '58,5', '\n                   8.             ', '\n Hellomoto (GB) ', 'M.Seidl', 'K.Gernreich', '60,5', '\n                   9.             ', '\n Shadowhunter ', 'M.Cadeddu', 'P.Vovcenko', '54,0', '\n                   10.             ', '\n Taurus ', 'P.Cheyer', 'M.Weber', '50,0', '\n                   11.             ', '\n Dream Team (GB) ', 'A.Best', 'S.Schleppi', '58,5', '\n                   NS             ', '\n Wishjoy (IRE) ', 'F.Minarik', 'J.P.Carvalho', '55,0']"
"<div class=""ZeitundOrt"">
               24. August 2019             </div>","<div class=""ZeitundOrt"">
              Baden-Baden            </div>",1600 m  ,  6500 €,E,,"
                     Boden: gut                  ","['\n                   1.             ', '\n Earl ', 'T.Scardino', 'Marco Klein', '58,0', '\n                   2.             ', '\n Sasuka ', 'M.Pecheur', 'W.Gülcher', '55,5', '\n                   3.             ', '\n Simsong (FR) ', 'H.Böhler', 'S.Smrczek', '55,0', '\n                   4.             ', '\n Overdose DOroux (FR) ', 'S.Vogt', 'C.Bocskai', '57,0', '\n                   5.             ', '\n Marqoom (GB) ', 'F.X.Weißmeier', 'J.M.Snackers', '57,5', '\n                   6.             ', '\n Kranachberg (FR) ', 'W.Panov', 'J.D.Hillis', '57,5']"
"<div class=""ZeitundOrt"">
               25. August 2019             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1400 m  ,  5100 €,D,,"
                     Boden: gut                  ","['\n                   1.             ', '\n Rubaiyat (FR) ', 'Mirko Sanna', 'H.Grewe', '58,0', '\n                   2.             ', '\n Alaska Fox ', 'J.Safar', 'C.Barsig', '58,0', '\n                   3.             ', '\n Nordic Oak (IRE) ', 'M.Laube', 'P.Schiergen', '56,0', '\n                   4.             ', '\n Kellahen ', 'M.Milojevic', 'S.Schütz', '58,0', '\n                   5.             ', '\n Sweet Destiny ', 'M.Seidl', 'S.Richter', '56,0', '\n                   6.             ', '\n Mrs Applebee ', 'J.Verner', 'R.Dzubasz', '56,0', '\n                   7.             ', '\n Vivienne Wells (FR) ', 'C.Henrique', 'D.Tousek', '56,0', '\n                   8.             ', '\n Born To Race ', 'M.Hrouda', 'K.Germic/CZ', '55,0', '\n                   NS             ', '\n Canaletto ', 'R.Koplik', 'C.Barsig', '58,0']"
"<div class=""ZeitundOrt"">
               25. August 2019             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1500 m  ,  5000 €,F,IV,"
                     Boden: gut                  ","['\n                   1.             ', '\n Sternzeichen ', 'M.Laube', 'M.Angermann', '55,5', '\n                   2.             ', '\n Turfglocke ', 'M.Seidl', 'S.Richter', '58,0', '\n                   3.             ', '\n Humita ', 'A.Helfenbein', 'A.Glodde', '61,0', '\n                   4.             ', '\n Amparo ', 'N.Polli', 'G.Lentz', '59,0', '\n                   5.             ', '\n Fabric (GB) ', 'Mirko Sanna', 'M.Megsner', '60,0', '\n                   6.             ', '\n Sha Gino ', 'S.Pattinson', 'G.Scholze', '64,5', '\n                   7.             ', '\n Essea (POL) ', 'J.Safar', 'E.Porebna/PL', '62,0', '\n                   8.             ', '\n Rabbit Makfi (GB) ', 'T.Grbavcicova', 'P.Juranek', '54,0', '\n                   9.             ', '\n As De Treffles (FR) ', 'V.Koreckova', 'T.Vana', '59,5', '\n                   10.             ', '\n Niperka ', 'J.Naglic', 'S.Schütz', '53,0', '\n                   11.             ', '\n Kölner Kimberley ', 'C.Henrique', 'H.Franke', '52,0', '\n                   12.             ', '\n Iskan (HUN) ', 'R.Koplik', 'F.Drozda', '61,0']"
"<div class=""ZeitundOrt"">
               25. August 2019             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1900 m  ,  5500 €,E,IV,"
                     Boden: gut                  ","['\n                   1.             ', '\n Lady OConnor (IRE) ', 'J.Safar', 'C.Hottewitzsch', '59,5', '\n                   2.             ', '\n Vendetta ', 'J.Verner', 'R.Dzubasz', '54,5', '\n                   3.             ', '\n Montalcino ', 'C.Santangelo', 'D.Paulick', '53,0', '\n                   4.             ', '\n Kaisertaler ', 'A.Helfenbein', 'H.Vorsilkova', '53,0', '\n                   5.             ', '\n Osumi ', 'C.Henrique', 'S.Richter', '57,5', '\n                   6.             ', '\n New Order ', 'T.Scardino', 'U.Stech', '61,0', '\n                   7.             ', '\n Hisahito ', 'M.Laube', 'J.Korpas', '55,5', '\n                   8.             ', '\n Blue Distant ', 'M.Milojevic', 'S.Schütz', '58,0', '\n                   9.             ', '\n Diamond Queen ', 'R.Koplik', 'C.Barsig', '62,0', '\n                   10.             ', '\n Antonori ', 'M.Seidl', 'S.Richter', '59,0', '\n                   11.             ', '\n Dr Smolder (IRE) ', 'Mirko Sanna', 'M.Megsner', '57,0', '\n                   12.             ', '\n Redemption Song (FR) ', 'N.Polli', 'M.Stancik', '54,0']"
"<div class=""ZeitundOrt"">
               25. August 2019             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",2200 m  ,  6000 €,D,III,"
                     Boden: gut                  ","['\n                   1.             ', '\n Mo My Dream (FR) ', 'J.Verner', 'F.Neuberg/CZ', '56,5', '\n                   2.             ', '\n Innis ', 'Mirko Sanna', 'J.Korpas', '59,0', '\n                   3.             ', '\n Amarone ', 'M.Laube', 'E.Fabianova', '54,0', '\n                   4.             ', '\n Mademoiselle ', 'M.Hrouda', 'R.Dzubasz', '61,5', '\n                   5.             ', '\n Palace King ', 'C.Henrique', 'S.Richter', '57,5', '\n                   6.             ', '\n Cash The Cheque ', 'M.Seidl', 'S.Richter', '57,0', '\n                   7.             ', '\n Viva La Corsa ', 'T.Scardino', 'U.Stech', '56,0', '\n                   8.             ', '\n Escobar ', 'R.Koplik', 'C.Barsig', '60,0', '\n                   9.             ', '\n Three Streams (IRE) ', 'A.Helfenbein', 'U.Stech', '55,5', '\n                   10.             ', '\n Standing Rock (FR) ', 'N.Polli', 'M.Stancik', '60,0', '\n                   11.             ', '\n So They Say (FR) ', 'A.Florian', 'F.Neuberg/CZ', '57,0', '\n                   NS             ', '\n Good Bye ', 'J.Safar', 'C.Barsig', '56,5']"
"<div class=""ZeitundOrt"">
               25. August 2019             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1400 m  ,  7500 €,D,III,"
                     Boden: gut                  ","['\n                   1.             ', '\n Infamous Lawman (IRE) ', 'C.Henrique', 'L.W.J.v.d.Meulen/NL', '60,0', '\n                   2.             ', '\n Maya ', 'M.Milojevic', 'S.Schütz', '61,5', '\n                   3.             ', '\n Belinda Too ', 'A.Helfenbein', 'H.Vorsilkova', '53,0', '\n                   4.             ', '\n Saxonia ', 'M.Seidl', 'S.Richter', '60,0', '\n                   5.             ', '\n Braveheart ', 'M.Laube', 'J.Korpas', '54,0', '\n                   6.             ', '\n Sunnylea ', 'R.Koplik', 'U.Stech', '58,0', '\n                   7.             ', '\n Antares ', 'A.Florian', 'R.Dzubasz', '60,5', '\n                   8.             ', '\n Bridport (IRE) ', 'J.Safar', 'S.Myskova', '58,0', '\n                   9.             ', '\n Fadim (GB) ', 'Mirko Sanna', 'M.Stancik', '52,0', '\n                   10.             ', '\n Wlastina (GB) ', 'J.Verner', 'F.Neuberg/CZ', '52,5']"
