Date,Location,Distance,Prize,Category,Class,Ground_state,Horses
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1400 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Universal Star ', 'M.Seidl', '', '57,0', '\n                   2.             ', '\n Lascalina ', 'A.Best', '', '57,5', '\n                   3.             ', '\n Vallee Fleurie ', 'B.Ganbat', '', '57,0', '\n                   4.             ', '\n Magic Moments ', 'J.Bojko', '', '58,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1500 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Pourquoi Pas ', 'B.Ganbat', '', '57,0', '\n                   2.             ', '\n Bear Power ', 'T.Scardino', '', '57,0', '\n                   3.             ', '\n Karpina ', 'J.Bojko', '', '55,0', '\n                   4.             ', '\n Iffinvasion ', 'R.Piechulek', '', '57,0', '\n                   5.             ', '\n Holy Rose ', 'F.F.Da Silva', '', '54,0', '\n                   6.             ', '\n Albizia ', 'A.Best', '', '57,0', '\n                   7.             ', '\n Manouche ', 'D.Bonilla', '', '56,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1900 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n A Miracle ', 'T.Schurig', '', '51,0', '\n                   2.             ', '\n Mr Beauregard (USA) ', 'D.Bonilla', '', '60,5', '\n                   3.             ', '\n Ustana ', 'R.Piechulek', '', '54,0', '\n                   4.             ', '\n Aschek ', 'B.Ganbat', '', '58,5', '\n                   5.             ', '\n Harathea ', 'M.Seidl', '', '59,5', '\n                   6.             ', '\n Amatia ', 'A.Best', '', '53,0', '\n                   7.             ', '\n Mambo Lady ', 'F.F.Da Silva', '', '60,0', '\n                   8.             ', '\n Auenstern ', 'J.Bojko', '', '55,5']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1500 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Great Pearl ', 'M.Seidl', '', '54,5', '\n                   2.             ', '\n House Of Orange ', 'D.Bonilla', '', '61,0', '\n                   3.             ', '\n La Luneta ', 'T.Scardino', '', '56,5', '\n                   4.             ', '\n Alkaldo ', 'R.Piechulek', '', '56,0', '\n                   5.             ', '\n Emma ', 'A.Best', '', '54,0', '\n                   6.             ', '\n Pavana ', 'T.Schurig', '', '52,0', '\n                   7.             ', '\n Envyto ', 'F.F.Da Silva', '', '56,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1500 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Burschentanz ', 'A.Best', '', '53,5', '\n                   2.             ', '\n Rule Britannia ', 'D.Bonilla', '', '55,5', '\n                   3.             ', '\n Titania ', 'M.Seidl', '', '58,0', '\n                   4.             ', '\n Salzenforst ', 'N.Arendsen', '', '59,5', '\n                   5.             ', '\n Ciel De Loire ', 'T.Scardino', '', '56,0', '\n                   6.             ', '\n Balinus ', 'B.Ganbat', '', '54,5', '\n                   7.             ', '\n Mi Senora ', 'J.Bojko', '', '52,5', '\n                   8.             ', '\n Concordia ', 'R.Piechulek', '', '57,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",1500 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n New Fortuna ', 'J.Bojko', '', '57,0', '\n                   2.             ', '\n Izidor (CZE) ', 'N.Arendsen', '', '61,0', '\n                   3.             ', '\n France Extreme (CZE) ', 'T.Scardino', '', '60,5', '\n                   4.             ', '\n Baba Jaga ', 'B.Ganbat', '', '61,5', '\n                   5.             ', '\n Gonscharga ', 'F.F.Da Silva', '', '52,0', '\n                   6.             ', '\n Komeos ', 'A.Best', '', '61,5', '\n                   7.             ', '\n Magorium ', 'D.Bonilla', '', '53,0', '\n                   8.             ', '\n Sepideh ', 'T.Hofer', '', '57,5', '\n                   9.             ', '\n Bear Paolina ', 'R.Piechulek', '', '56,0', '\n                   10.             ', '\n Asuria ', 'M.Seidl', '', '52,5', '\n                   11.             ', '\n Kimara ', 'T.Schurig', '', '50,0', '\n                   12.             ', '\n Maupiti Express ', 'M.Timpelan', '', '60,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Dresden            </div>",2200 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Isadaniela ', 'T.Scardino', '', '56,5', '\n                   2.             ', '\n Lado ', 'B.Ganbat', '', '59,5', '\n                   3.             ', '\n Best Love Song ', 'R.Piechulek', '', '60,0', '\n                   4.             ', '\n New Jersey ', 'D.Bonilla', '', '61,0', '\n                   5.             ', '\n High Prince ', 'A.Best', '', '57,0', '\n                   6.             ', '\n Amondo ', 'J.Bojko', '', '52,5', '\n                   7.             ', '\n Go Go Queen (FR) ', 'C.Fleißner', '', '59,5', '\n                   8.             ', '\n Vulkan ', 'A.Biessey', '', '50,0', '\n                   9.             ', '\n Lady Morning ', 'T.Schurig', '', '57,0', '\n                   10.             ', '\n Kavendish ', 'F.F.Da Silva', '', '52,0', '\n                   11.             ', '\n Marylin Mia ', 'M.Seidl', '', '57,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",2400 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Notre Same ', 'A.Pietsch', '', '58,0', '\n                   2.             ', '\n Gone By ', 'F.Minarik', '', '57,0', '\n                   3.             ', '\n Sarina ', 'S.Hellyn', '', '56,0', '\n                   4.             ', '\n Key ', 'E.Pedroza', '', '57,0', '\n                   5.             ', '\n Chindeni (GB) ', 'E.R.Weißmeier', '', '51,0', '\n                   6.             ', '\n Agonda ', 'D.Porcu', '', '55,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1850 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Sunnyvale ', 'F.Minarik', '', '56,0', '\n                   2.             ', '\n Deste ', 'S.Hellyn', '', '56,0', '\n                   3.             ', '\n Van Victory ', 'E.Frank', '', '58,0', '\n                   4.             ', '\n Blue Night ', 'D.Porcu', '', '57,0', '\n                   5.             ', '\n Crystal Doll (HOL) ', 'A.Helfenbein', '', '55,0', '\n                   6.             ', '\n Honos (FR) ', 'E.Pedroza', '', '57,0', '\n                   7.             ', '\n Teacher ', 'K.Clijmans', '', '57,0', '\n                   8.             ', '\n Lucky Victory ', 'P.Gibson', '', '57,0', '\n                   9.             ', '\n Elgar ', 'A.Pietsch', '', '57,0', '\n                   10.             ', '\n Big John Cannon ', 'E.R.Weißmeier', '', '52,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",2400 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Venezianus ', 'A.Pietsch', '', '56,0', '\n                   2.             ', '\n Dao Vasco ', 'F.Minarik', '', '58,5', '\n                   3.             ', '\n Reply ', 'A.Helfenbein', '', '61,0', '\n                   4.             ', '\n Avio ', 'S.Hofer', '', '52,0', '\n                   5.             ', '\n Mandayef ', 'D.Porcu', '', '58,5', '\n                   6.             ', '\n Red Dynamite ', 'M.Lopez', '', '56,5', '\n                   7.             ', '\n A Night Like This ', 'A.Weis', '', '60,5', '\n                   8.             ', '\n Arlington ', 'K.Clijmans', '', '55,5', '\n                   9.             ', '\n Antonow ', 'E.Frank', '', '59,5', '\n                   10.             ', '\n Quedlingburg ', 'S.Hellyn', '', '58,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",2200 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Bella Duchessa ', 'D.Schiergen', '', '61,0', '\n                   2.             ', '\n Risalto (FR) ', 'F.Minarik', '', '54,5', '\n                   3.             ', '\n Nordsommer ', 'A.Helfenbein', '', '54,0', '\n                   4.             ', '\n Calon Lad ', 'S.Hellyn', '', '56,5', '\n                   5.             ', '\n Mandachic ', 'V.Schiergen', '', '56,5', '\n                   6.             ', '\n Orsella ', 'E.Pedroza', '', '58,0', '\n                   7.             ', '\n Juan ', 'D.Porcu', '', '54,0', '\n                   8.             ', '\n Lebensglück ', 'W.Panov', '', '60,5', '\n                   9.             ', '\n King Goofi ', 'E.Frank', '', '54,0', '\n                   10.             ', '\n Ramblin Shadow ', 'S.Hofer', '', '52,0', '\n                   11.             ', '\n Brunello ', 'A.Pietsch', '', '57,0', '\n                   12.             ', '\n Nadenko ', 'P.Gibson', '', '60,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1400 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Falakee (GB) ', 'F.Minarik', '', '53,5', '\n                   2.             ', '\n Tatar ', 'A.Weis', '', '60,5', '\n                   3.             ', '\n Zuzu Angel (IRE) ', 'A.v.d.Troost', '', '52,0', '\n                   4.             ', '\n Jupiter ', 'P.Werning', '', '55,0', '\n                   5.             ', '\n Eujeny ', 'V.Schiergen', '', '55,0', '\n                   6.             ', '\n Wafiyah ', 'M.Schmidt', '', '59,0', '\n                   7.             ', '\n Spirit Doll (HOL) ', 'A.Pietsch', '', '61,0', '\n                   8.             ', '\n Oquawka ', 'S.Hellyn', '', '53,5', '\n                   9.             ', '\n Swift Return (GB) ', 'S.Hofer', '', '55,0', '\n                   10.             ', '\n Ocean Tiger ', 'A.Helfenbein', '', '60,5']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1500 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Weichsel ', 'A.Helfenbein', '', '56,0', '\n                   2.             ', '\n Rose Rized ', 'D.Porcu', '', '56,0', '\n                   3.             ', '\n Amabelle ', 'A.Pietsch', '', '56,0', '\n                   4.             ', '\n Bailley ', 'E.Pedroza', '', '56,0', '\n                   5.             ', '\n Publilia ', 'I.Mendizabal', '', '58,0', '\n                   6.             ', '\n Tuscany ', 'D.Schiergen', '', '58,0', '\n                   7.             ', '\n Sign Your Name ', 'S.Hofer', '', '57,0', '\n                   8.             ', '\n Woomera ', 'W.Panov', '', '58,0']"
"<div class=""ZeitundOrt"">
               27. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1600 m  ,  0 €,,,"
                     Boden: weich                  ","['\n                   1.             ', '\n Erlian ', 'J.Prasser', '', '59,0', '\n                   2.             ', '\n Hernanda Directa ', 'P.Werning', '', '57,0', '\n                   3.             ', '\n Notaio ', 'E.Frank', '', '58,0', '\n                   4.             ', '\n Lisboeta ', 'P.Gibson', '', '59,0', '\n                   5.             ', '\n Touch Of Pri (HUN) ', 'F.Minarik', '', '52,5', '\n                   6.             ', '\n Pascani ', 'A.Weis', '', '57,0', '\n                   7.             ', '\n Rosanna ', 'V.Schiergen', '', '52,0', '\n                   8.             ', '\n Kim Groom ', 'S.Hellyn', '', '53,0', '\n                   9.             ', '\n Assembly ', 'F.X.Weißmeier', '', '58,0', '\n                   10.             ', '\n Noblement ', 'D.Schiergen', '', '58,0', '\n                   11.             ', '\n Otranto ', 'D.Porcu', '', '54,0']"
"<div class=""ZeitundOrt"">
               28. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1600 m  ,  0 €,,,"
                     Boden: g-w                  ","['\n                   1.             ', '\n Sherlock ', 'E.Pedroza', '', '58,0', '\n                   2.             ', '\n Bourree ', 'F.Minarik', '', '56,0', '\n                   3.             ', '\n Leonido (GB) ', 'D.Porcu', '', '58,0', '\n                   4.             ', '\n Mister Universum ', 'A.Pietsch', '', '58,0', '\n                   5.             ', '\n Nordic Flight ', 'A.de Vries', '', '58,0', '\n                   6.             ', '\n La Tigra ', 'A.Crastus', '', '56,0', '\n                   7.             ', '\n Downton ', 'S.Hellyn', '', '58,0', '\n                   8.             ', '\n Los Cerritos ', 'J.Bojko', '', '58,0']"
"<div class=""ZeitundOrt"">
               28. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1400 m  ,  0 €,,,"
                     Boden: g-w                  ","['\n                   1.             ', '\n Dragoslav (GB) ', 'J.Bojko', '', '54,0', '\n                   2.             ', '\n El Zagal ', 'K.Clijmans', '', '60,5', '\n                   3.             ', '\n Kasuga Danon ', 'F.F.Da Silva', '', '56,5', '\n                   4.             ', '\n Librettista ', 'D.Porcu', '', '56,0', '\n                   5.             ', '\n Foolproof ', 'A.Helfenbein', '', '57,0', '\n                   6.             ', '\n Mister Mackenzie ', 'S.Hellyn', '', '56,5', '\n                   7.             ', '\n Andrina ', 'A.Pietsch', '', '58,0', '\n                   8.             ', '\n Black Cool Cat (IRE) ', 'F.Minarik', '', '59,5', '\n                   9.             ', '\n Captain Noble ', 'E.R.Weißmeier', '', '58,0', '\n                   10.             ', '\n Nareion ', 'A.de Vries', '', '57,5']"
"<div class=""ZeitundOrt"">
               28. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1850 m  ,  0 €,,,"
                     Boden: g-w                  ","['\n                   1.             ', '\n Sinaola ', 'F.Minarik', '', '52,5', '\n                   2.             ', '\n Trigger Twist ', 'M.Lopez', '', '59,5', '\n                   3.             ', '\n Earl Of Heinz (FR) ', 'D.Porcu', '', '58,0', '\n                   4.             ', '\n Classic Blues ', 'A.Helfenbein', '', '56,0', '\n                   5.             ', '\n Lavolo ', 'A.Pietsch', '', '58,5', '\n                   6.             ', '\n Prevail ', 'D.Schiergen', '', '61,0', '\n                   7.             ', '\n Shalin ', 'M.Seidl', '', '58,0', '\n                   8.             ', '\n Pretty Highness ', 'A.de Vries', '', '59,5', '\n                   9.             ', '\n Feather Storm ', 'J.Bojko', '', '60,5', '\n                   10.             ', '\n Bin Manduro (GB) ', 'E.R.Weißmeier', '', '51,5', '\n                   11.             ', '\n Tjerk (HOL) ', 'S.Hellyn', '', '58,5', '\n                   12.             ', '\n Takeda Shingen (USA) ', 'S.Hofer', '', '57,0', '\n                   13.             ', '\n Kitaneso (GB) ', 'T.Scardino', '', '56,0', '\n                   14.             ', '\n Edley ', 'E.Pedroza', '', '59,0']"
"<div class=""ZeitundOrt"">
               28. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",2100 m  ,  0 €,,,"
                     Boden: g-w                  ","['\n                   1.             ', '\n Pas De Deux ', 'A.de Vries', '', '60,0', '\n                   2.             ', '\n See The Rock ', 'A.Helfenbein', '', '58,0', '\n                   3.             ', '\n Foreign Hill ', 'N.Richter', '', '52,5', '\n                   4.             ', '\n Nashita ', 'M.Seidl', '', '52,5', '\n                   5.             ', '\n Red Ghost ', 'B.Ganbat', '', '57,0', '\n                   6.             ', '\n Alito (GB) ', 'A.Pietsch', '', '55,5']"
"<div class=""ZeitundOrt"">
               28. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",1600 m  ,  0 €,,,"
                     Boden: g-w                  ","['\n                   1.             ', '\n Dancing Sands ', 'A.Crastus', '', '57,0', '\n                   2.             ', '\n Coco Sun ', 'B.Ganbat', '', '58,0', '\n                   3.             ', '\n Slippers Best ', 'F.Lefebvre', '', '58,0', '\n                   4.             ', '\n Malka ', 'J.Mitchell', '', '56,0', '\n                   5.             ', '\n Goiania ', 'A.de Vries', '', '56,0', '\n                   6.             ', '\n Queenie ', 'M.Seidl', '', '58,0', '\n                   7.             ', '\n Waikika ', 'D.Bonilla', '', '56,0', '\n                   8.             ', '\n Not Expected ', 'J.Bojko', '', '58,0', '\n                   9.             ', '\n Ouvea ', 'A.Pietsch', '', '58,0', '\n                   10.             ', '\n Wild Step ', 'A.Helfenbein', '', '56,0']"
"<div class=""ZeitundOrt"">
               28. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",2400 m  ,  0 €,,,"
                     Boden: g-w                  ","['\n                   1.             ', '\n Empoli ', 'A.de Vries', '', '60,0', '\n                   2.             ', '\n Earl Of Tinsdal ', 'E.Pedroza', '', '60,0', '\n                   3.             ', '\n Night Wish ', 'A.Pietsch', '', '60,0', '\n                   4.             ', '\n Girolamo ', 'D.Porcu', '', '60,0', '\n                   5.             ', '\n Wild Chief ', 'I.Mendizabal', '', '56,5', '\n                   6.             ', '\n Papagena Star ', 'A.Helfenbein', '', '55,0', '\n                   7.             ', '\n Guardini ', 'F.Minarik', '', '56,5', '\n                   8.             ', '\n Vif Monsieur ', 'K.Clijmans', '', '60,0', '\n                   9.             ', '\n Sirius ', 'S.Hellyn', '', '56,5', '\n                   10.             ', '\n Hey Little Görl ', 'A.Crastus', '', '58,5', '\n                   11.             ', '\n Amazonit ', 'A.Hamelin', '', '56,5']"
"<div class=""ZeitundOrt"">
               28. September 2014             </div>","<div class=""ZeitundOrt"">
              Köln            </div>",2400 m  ,  0 €,,,"
                     Boden: g-w                  ","['\n                   1.             ', '\n Glorious Sinndar ', 'J.Bojko', '', '53,5', '\n                   2.             ', '\n Liebesbrief ', 'S.Hellyn', '', '54,5', '\n                   3.             ', '\n Fresh Skyline ', 'A.Helfenbein', '', '58,0', '\n                   4.             ', '\n Coeur Link ', 'F.Minarik', '', '52,0', '\n                   5.             ', '\n Angreifer ', 'M.Seidl', '', '53,0']"
