Place,Horse_name,Jockey_name,Trainer_name,Weight,Distance,Prize,Ground_state
6,mister spock,engels,,61.0,1300,4500,gut
7,fleur fantastique,torres-wengemuth,,63.0,1300,4500,gut
8,lets run,rank,,59.0,1300,4500,gut
1,kimara,giesgen,,58.0,1550,3500,gut
2,saola,brüggemann,,60.0,1550,3500,gut
3,genuine art,wöhling,,57.0,1550,3500,gut
4,scapa,engels,,57.0,1550,3500,gut
5,swap,laznovska,,60.0,1550,3500,gut
6,saline,rose,,65.0,1550,3500,gut
7,supreme de luxe,dygas,,60.0,1550,3500,gut
1,index waiter (gb),rank,,63.0,1800,4500,gut
2,flying prince,laznovska,,60.0,1800,4500,gut
3,maresco,dygas,,60.0,1800,4500,gut
4,aktilady,giesgen,,58.0,1800,4500,gut
5,silvana,rose,,65.0,1800,4500,gut
6,susans tiger,torres-wengemuth,,57.0,1800,4500,gut
7,pius moheba,engels,,57.0,1800,4500,gut
1,kallistess,brüggemann,,63.5,2050,3500,gut
2,valentino vendett,dygas,,63.5,2050,3500,gut
3,amondo,giesgen,,61.0,2050,3500,gut
4,lady jackie,rose,,65.0,2050,3500,gut
5,marylin mia,laznovska,,64.0,2050,3500,gut
1,narita,weis,,61.5,1700,6000,gut
2,zuzu angel (ire),troost,,59.5,1700,6000,gut
3,eastern flyer,scardino,,57.5,1700,6000,gut
4,flame hawk (usa),hofer,,55.5,1700,6000,gut
5,nereus (fr),de vries,,56.0,1700,6000,gut
6,prairie adel,ganbat,,61.0,1700,6000,gut
7,lunar prospect (fr),lopez,,59.0,1700,6000,gut
8,sazou hilleshage,pecheur,,54.0,1700,6000,gut
9,pan american,clijmans,,63.0,1700,6000,gut
1,troyanda,weber,,63.5,2050,5000,gut
2,look out,schiergen,,60.0,2050,5000,gut
3,vale of lingfield,giesgen,,68.5,2050,5000,gut
4,fine altomis,klinkenberg,,58.5,2050,5000,gut
5,dome rocket (gb),laznovska,,61.0,2050,5000,gut
6,jocund (gb),blumenauer,,62.0,2050,5000,gut
7,amor fati,weber,,57.5,2050,5000,gut
8,special mix (gb),batist,,67.5,2050,5000,gut
9,halliday,brüggemann,,64.5,2050,5000,gut
1,seal rock (gb),clijmans,,56.5,1400,8000,gut
2,better value (ire),pedroza,,56.0,1400,8000,gut
3,guavia,starke,,58.0,1400,8000,gut
4,thorpe bay (gb),porcu,,56.5,1400,8000,gut
5,smoke on the water,scardino,,58.0,1400,8000,gut
6,nuri bey,bojko,,53.0,1400,8000,gut
7,joy to the world,minarik,,59.0,1400,8000,gut
8,spirit doll (hol),bos,,57.0,1400,8000,gut
9,danuvius,pecheur,,59.0,1400,8000,gut
10,nareion,de vries,,59.5,1400,8000,gut
1,earl of heinz (fr),porcu,,58.0,2050,6000,gut
2,calon lad,troost,,60.0,2050,6000,gut
3,trigger twist,lopez,,58.0,2050,6000,gut
4,sarino hilleshage,de vries,,56.0,2050,6000,gut
5,anarchie,starke,,60.5,2050,6000,gut
6,charmony,weis,,58.5,2050,6000,gut
7,vegas lady,weißmeier,,51.0,2050,6000,gut
8,prevail,schiergen,,59.0,2050,6000,gut
9,cyrus sod (gb),scardino,,57.0,2050,6000,gut
10,saturn,veron,,53.0,2050,6000,gut
11,casiro,minarik,,56.5,2050,6000,gut
12,quadrille,hofer,,57.5,2050,6000,gut
1,wild motion,seidl,,58.0,2050,5100,gut
2,salve estelle,veron,,58.0,2050,5100,gut
3,amazona,minarik,,58.0,2050,5100,gut
4,princess alba,de vries,,58.0,2050,5100,gut
5,ulanin,frank,,58.0,2050,5100,gut
6,notre mandante,starke,,58.0,2050,5100,gut
1,princess wu,de vries,,56.0,1200,8750,gut
2,haarib (gb),schiergen,,57.0,1200,8750,gut
3,bellcanto,clijmans,,57.0,1200,8750,gut
4,hot chilli kiss,minarik,,55.5,1200,8750,gut
5,alderaan (ire),pecheur,,56.0,1200,8750,gut
6,love flowers,piechulek,,55.0,1200,8750,gut
1,daring match,seidl,,57.0,1300,25000,gut
2,zylpha,veron,,55.5,1300,25000,gut
3,abendwind,pietsch,,57.0,1300,25000,gut
4,birthday prince,frank,,58.5,1300,25000,gut
5,lord of leitrim (ire),porcu,,57.0,1300,25000,gut
6,laeyos,starke,,57.0,1300,25000,gut
7,black cool cat (ire),gibson,,57.0,1300,25000,gut
8,ambiance (ire),chaves,,57.0,1300,25000,gut
9,peace of paradise,pecheur,,50.5,1300,25000,gut
10,forgino,bojko,,57.0,1300,25000,gut
11,high duty,schiergen,,57.0,1300,25000,gut
12,kolonel,de vries,,58.5,1300,25000,gut
13,fuscetta,minarik,,52.0,1300,25000,gut
14,ferro sensation,pedroza,,57.0,1300,25000,gut
1,diplomat,de vries,,61.0,1600,10000,gut
2,könig arte,panov,,55.5,1600,10000,gut
3,seewolf,bojko,,53.0,1600,10000,gut
4,pissarro,minarik,,52.0,1600,10000,gut
5,manisa (fr),hellyn,,53.0,1600,10000,gut
6,könig concorde,pietsch,,57.0,1600,10000,gut
7,turgenjew,richter,,52.0,1600,10000,gut
1,more than honey (ire),schiergen,,60.5,1300,5500,gut
2,sol y vida,pedroza,,60.5,1300,5500,gut
3,danon perth (aus),frank,,54.5,1300,5500,gut
4,nidaros,pietsch,,58.0,1300,5500,gut
5,birthday lion,piechulek,,61.0,1300,5500,gut
6,kepler,gibson,,63.5,1300,5500,gut
7,salimera,minarik,,56.0,1300,5500,gut
8,giant step,helfenbein,,62.0,1300,5500,gut
9,tindorette (gb),de vries,,59.5,1300,5500,gut
1,iquitos,panov,,57.5,1600,5100,gut
2,miss sommerroh (ire),helfenbein,,56.5,1600,5100,gut
3,nobels blues,pedroza,,57.5,1600,5100,gut
4,anna mia,de vries,,55.5,1600,5100,gut
5,meqlaam,minarik,,58.0,1600,5100,gut
6,qatar success (gb),schurig,,52.5,1600,5100,gut
1,akuana,de vries,,56.0,2000,2000,gut
2,goldbraid (gb),bojko,,58.5,2000,2000,gut
3,carmelita aesculap,porcu,,56.0,2000,2000,gut
4,tableforten (gb),pietsch,,61.0,2000,2000,gut
5,munic boy,pedroza,,58.0,2000,2000,gut
6,ironheart,schurig,,55.0,2000,2000,gut
7,eastside gallery,fleischer,,53.0,2000,2000,gut
8,clever man (gb),gibson,,58.0,2000,2000,gut
9,fighting storm,frank,,56.0,2000,2000,gut
1,andraxt,hellyn,,57.5,1900,5100,gut
2,salve venezia,de vries,,58.0,1900,5100,gut
3,blushing beauty,pedroza,,57.5,1900,5100,gut
4,north sea,minarik,,57.5,1900,5100,gut
5,power of paradise,porcu,,57.5,1900,5100,gut
6,saratoga,panov,,57.5,1900,5100,gut
7,nura,pietsch,,57.5,1900,5100,gut
1,island storm,pietsch,,55.0,2000,22500,gut
2,queenie,helfenbein,,56.0,2000,22500,gut
3,north mum,pedroza,,59.0,2000,22500,gut
4,moscatello (ire),bojko,,57.5,2000,22500,gut
5,empire hurricane,de vries,,60.0,2000,22500,gut
6,lingolana,hellyn,,59.0,2000,22500,gut
7,nadelwald (gb),schiergen,,58.5,2000,22500,gut
8,foreign hill,richter,,58.0,2000,22500,gut
1,chancy (ire),richter,,56.0,2200,5100,gut
2,russian swing,de vries,,58.0,2200,5100,gut
3,days of thunder,minarik,,56.0,2200,5100,gut
4,funky groove,panov,,58.0,2200,5100,gut
5,alexander lucas,porcu,,58.0,2200,5100,gut
6,sottovento,schiergen,,58.0,2200,5100,gut
7,onneck,frank,,58.0,2200,5100,gut
1,techno queen (ire),richter,,58.0,2000,10500,gut
2,kiss me kate,de vries,,56.0,2000,10500,gut
3,alamance,bojko,,57.0,2000,10500,gut
4,north point,piechulek,,57.5,2000,10500,gut
5,nelke,oppermann,,58.5,2000,10500,gut
6,victordina,porcu,,54.0,2000,10500,gut
7,combination,pedroza,,60.0,2000,10500,gut
8,doinyo,minarik,,54.0,2000,10500,gut
9,nero,helfenbein,,55.5,2000,10500,gut
10,its a privilege,schiergen,,59.0,2000,10500,gut
1,quasillo,pedroza,,58.0,2000,55000,gut
2,ajalo,hellyn,,58.0,2000,55000,gut
3,lovato,porcu,,58.0,2000,55000,gut
4,iraklion,panov,,58.0,2000,55000,gut
5,eastsite one,pietsch,,58.0,2000,55000,gut
6,los cerritos,minarik,,58.0,2000,55000,gut
1,ivrea,richter,,53.0,1750,5500,gut
2,antonia bella (fr),de vries,,58.5,1750,5500,gut
3,pretty highness,minarik,,60.0,1750,5500,gut
4,atlantic isle,piechulek,,56.5,1750,5500,gut
5,magic princess,panov,,57.0,1750,5500,gut
6,fusco (gb),gibson,,61.0,1750,5500,gut
7,edley,hellyn,,55.0,1750,5500,gut
8,tremendous,helfenbein,,53.5,1750,5500,gut
9,amadela,schurig,,51.5,1750,5500,gut
1,marientaler (ire),werning,,59.5,1850,6000,gut
2,dutch master (gb),troost,,59.0,1850,6000,gut
3,cuore de lute,starke,,60.5,1850,6000,gut
4,elmarani,pietsch,,57.0,1850,6000,gut
5,zaunkönig,piechulek,,58.0,1850,6000,gut
6,hoseo,ganbat,,60.5,1850,6000,gut
7,taka angel (ire),weißmeier,,53.5,1850,6000,gut
8,shalin,porcu,,62.0,1850,6000,gut
9,baguss,minarik,,53.0,1850,6000,gut
10,pleasant princess (ire),lopez,,63.0,1850,6000,gut
1,kiss me lena,bojko,,54.0,2100,8000,gut
2,matchwinner,frank,,54.0,2100,8000,gut
3,märchenprinz,minarik,,56.5,2100,8000,gut
4,risalto (fr),da silva,,53.5,2100,8000,gut
5,fresh skyline,braye,,60.5,2100,8000,gut
6,angreifer,eichenhofer,,56.0,2100,8000,gut
7,elkantino,de vries,,56.0,2100,8000,gut
8,fuscano,starke,,54.5,2100,8000,gut
9,red pepper,ferguson,,60.0,2100,8000,gut
10,kalahari soldier,hofer,,60.5,2100,8000,gut
11,rainbow cross,ganbat,,56.5,2100,8000,gut
1,rock shandy,de vries,,57.0,1600,8000,gut
2,la facella,ferguson,,55.5,1600,8000,gut
3,american star,bojko,,52.0,1600,8000,gut
4,fujiyama danon (ire),steudle,,60.0,1600,8000,gut
5,rock of cashel,wandt,,60.0,1600,8000,gut
6,cassilero,minarik,,61.0,1600,8000,gut
7,jule,scardino,,59.5,1600,8000,gut
8,praetor (fr),oppermann,,56.5,1600,8000,gut
9,saturday,weißmeier,,58.5,1600,8000,gut
10,mister mackenzie,troost,,59.0,1600,8000,gut
1,interception,porcu,,57.5,2400,6200,gut
2,freedom time (gb),de vries,,60.0,2400,6200,gut
3,faytosa,schiergen,,55.5,2400,6200,gut
4,dance with me (fr),scardino,,59.0,2400,6200,gut
5,avio,hofer,,62.0,2400,6200,gut
6,nemesis,schiergen,,57.0,2400,6200,gut
7,winnipeg,piechulek,,54.0,2400,6200,gut
8,estrella,steudle,,57.0,2400,6200,gut
9,quantum of solace,cadeddu,,54.0,2400,6200,gut
10,bacchus danon (ire),pecheur,,54.0,2400,6200,gut
11,old firehand,weis,,62.0,2400,6200,gut
12,early guest,starke,,58.0,2400,6200,gut
1,nottingham forest,porcu,,57.0,2200,6000,gut
2,wells wonder,scardino,,59.0,2200,6000,gut
3,chachani,bojko,,58.0,2200,6000,gut
4,hondo,brüggemann,,59.0,2200,6000,gut
5,moon over bavaria,da silva,,52.0,2200,6000,gut
6,magnifique,piechulek,,59.5,2200,6000,gut
7,red dynamite,lopez,,55.0,2200,6000,gut
8,late mute,starke,,60.5,2200,6000,gut
1,noble colonia,starke,,58.0,1400,6000,gut
2,red city,de vries,,57.0,1400,6000,gut
3,aqua,ferguson,,57.0,1400,6000,gut
4,seradora,lopez,,57.5,1400,6000,gut
5,top gina,porcu,,57.0,1400,6000,gut
1,miss bestsy,starke,,59.5,1600,6000,gut
2,east of eden,laznovska,,54.5,1600,6000,gut
3,sauber,brüggemann,,60.5,1600,6000,gut
4,touch of pri (hun),pecheur,,55.0,1600,6000,gut
5,lampio,braye,,61.5,1600,6000,gut
6,dorietta,werning,,57.5,1600,6000,gut
1,cash the cheque,helfenbein,,58.0,1400,5000,gut
2,prince paul,frank,,58.0,1400,5000,gut
3,selma louise (fr),de vries,,56.0,1400,5000,gut
4,serena (fr),piechulek,,56.0,1400,5000,gut
5,saalegold,ferguson,,55.5,1400,5000,gut
1,nordfeuer,pietsch,,58.0,2200,5100,gut
2,alandia,starke,,58.0,2200,5100,gut
3,donau (ire),de vries,,58.0,2200,5100,gut
4,pajette,schiergen,,58.0,2200,5100,gut
5,tabaluga,bojko,,58.0,2200,5100,gut
6,louve de preaux (fr),ganbat,,58.0,2200,5100,gut
7,dolasilla,da silva,,58.0,2200,5100,gut
1,gamgoom (gb),pedroza,,59.5,1200,12000,gut
2,el zagal,starke,,59.5,1200,12000,gut
3,elsie partridge (ire),marien,,53.5,1200,12000,gut
4,rosenkönig,schiergen,,60.5,1200,12000,gut
5,standby junior,de vries,,60.0,1200,12000,gut
6,kepler,bojko,,54.5,1200,12000,gut
7,albizia,porcu,,59.5,1200,12000,gut
1,chantilly,starke,,56.0,1600,8750,gut
2,vanbijou,porcu,,56.5,1600,8750,gut
3,hypothèse,mitchell,,56.0,1600,8750,gut
4,marelle,de vries,,56.5,1600,8750,gut
5,fidelberta,pietsch,,57.0,1600,8750,gut
6,amorello,bojko,,58.0,1600,8750,gut
7,termino,da silva,,58.0,1600,8750,gut
1,vieille sorciere (fr),rödel,,60.0,1600,6500,gut
2,ocario,porcu,,54.0,1600,6500,gut
3,trueman,pedroza,,61.5,1600,6500,gut
4,pasca bella (gb),da silva,,63.5,1600,6500,gut
5,maresco,helfenbein,,54.0,1600,6500,gut
6,la luneta,de vries,,59.5,1600,6500,gut
7,auensee,pietsch,,56.5,1600,6500,gut
8,lairy (ire),juracek,,59.0,1600,6500,gut
9,kalypso king,starke,,55.0,1600,6500,gut
10,emma,bojko,,54.0,1600,6500,gut
1,fly first (gb),starke,,58.5,1400,22500,gut
2,jackobo (ire),pedroza,,56.5,1400,22500,gut
3,agama,da silva,,52.5,1400,22500,gut
4,beau reve,scardino,,62.5,1400,22500,gut
5,antalya,seidl,,53.5,1400,22500,gut
6,xénophanes,schiergen,,57.0,1400,22500,gut
7,ragazzo,pietsch,,58.0,1400,22500,gut
8,lord of leitrim (ire),marien,,59.5,1400,22500,gut
1,nightflower (ire),starke,,58.0,2000,70000,gut
2,arles (fr),pedroza,,58.0,2000,70000,gut
3,amona (ire),pietsch,,58.0,2000,70000,gut
4,weichsel,helfenbein,,58.0,2000,70000,gut
5,turfdonna,bentley,,58.0,2000,70000,gut
6,shivajia,schiergen,,58.0,2000,70000,gut
7,bailley,bojko,,58.0,2000,70000,gut
8,vega (ire),mitchell,,58.0,2000,70000,gut
9,eyes on me,werning,,58.0,2000,70000,gut
10,ovambo lady,de vries,,58.0,2000,70000,gut
1,vallee fleurie,pietsch,,56.0,1800,7500,gut
2,mastoso,da silva,,59.0,1800,7500,gut
3,kenia,porcu,,55.5,1800,7500,gut
4,naaseh (gb),marien,,55.5,1800,7500,gut
5,delegation (fr),bojko,,61.0,1800,7500,gut
6,der stern,de vries,,56.0,1800,7500,gut
7,bel et bien,starke,,54.5,1800,7500,gut
8,iffinvasion,ganbat,,60.0,1800,7500,gut
1,la carolina,de vries,,56.0,2400,6000,gut
2,best love song,pietsch,,57.5,2400,6000,gut
3,abbanandi,marien,,53.0,2400,6000,gut
4,silenzio mo,porcu,,59.5,2400,6000,gut
5,pipita,starke,,63.0,2400,6000,gut
6,ramoa,da silva,,56.0,2400,6000,gut
7,quezon king,bojko,,61.5,2400,6000,gut
1,allez gerard,schiergen,,60.0,1900,3100,gut
2,jocund (gb),weber,,61.5,1900,3100,gut
3,funky music,giesgen,,60.0,1900,3100,gut
4,amor fati,braye,,59.5,1900,3100,gut
5,rock of run (fr),bieß,,57.0,1900,3100,gut
6,little man,gier,,65.0,1900,3100,gut
7,skyline,hannibal,,65.5,1900,3100,gut
8,montesita,mattes,,59.5,1900,3100,gut
1,daktani,piechulek,,59.5,1900,2700,gut
2,pumpgun,danz,,55.0,1900,2700,gut
3,perfect son (gb),mouchova,,58.0,1900,2700,gut
4,goldbraid (gb),hofer,,56.5,1900,2700,gut
5,olio chop,moffatt,,55.0,1900,2700,gut
6,spirit danon (ire),pecheur,,55.0,1900,2700,gut
1,theology,wandt,,58.5,2450,2700,gut
2,bergonzi,weber,,55.0,2450,2700,gut
3,oske,piechulek,,57.0,2450,2700,gut
4,oussouri,herresthal,,54.0,2450,2700,gut
5,okhtay (fr),straßmeier,,58.0,2450,2700,gut
1,serko (fr) (h),bieß,,56.0,2450,6000,gut
2,bin manduro (gb),herresthal,,56.0,2450,6000,gut
3,petit filou,mattes,,60.5,2450,6000,gut
4,bayonero,piechulek,,64.0,2450,6000,gut
5,kingston eucalypt,braye,,61.5,2450,6000,gut
6,twin star,hofer,,56.0,2450,6000,gut
7,nuoro,pecheur,,55.5,2450,6000,gut
8,kiss the sky,danz,,54.0,2450,6000,gut
9,matreas,cadeddu,,61.0,2450,6000,gut
10,ahammera,mouchova,,52.0,2450,6000,gut
1,koenigin turf,pecheur,,54.5,1350,10000,gut
2,beacon hill (ire),bieß,,60.0,1350,10000,gut
3,petite paradise (fr),wagner,,61.0,1350,10000,gut
4,mountain view,piechulek,,59.5,1350,10000,gut
5,freya,hofer,,55.0,1350,10000,gut
6,worlds danger,moffatt,,52.0,1350,10000,gut
7,tribal i d,mouchova,,54.0,1350,10000,gut
8,northern sun,danz,,52.0,1350,10000,gut
9,charlize (ire),cadeddu,,54.0,1350,10000,gut
1,angel danon (gb),braye,,60.0,1350,2700,gut
2,inspiration,piechulek,,54.0,1350,2700,gut
3,toylgirl,weber,,55.0,1350,2700,gut
4,control chief (gb),hofer,,53.0,1350,2700,gut
5,no limit,danz,,57.0,1350,2700,gut
6,notaio,mouchova,,57.0,1350,2700,gut
7,gold prize,mattes,,60.0,1350,2700,gut
8,keyana,weißmeier,,59.5,1350,2700,gut
9,mishtaag (gb),pecheur,,52.0,1350,2700,gut
1,near excellent,bojko,,57.0,1600,8750,gut
2,rock my world,hellyn,,58.0,1600,8750,gut
3,winnifried,panov,,57.0,1600,8750,gut
4,wahshih,starke,,57.0,1600,8750,gut
5,kristall brise,minarik,,57.0,1600,8750,gut
6,angela borgia,schurig,,54.0,1600,8750,gut
1,glam rock,barborikova,,58.5,2200,6000,gut
2,dorola,hellyn,,57.0,2200,6000,gut
3,entourage,minarik,,60.0,2200,6000,gut
4,casiro,helfenbein,,55.5,2200,6000,gut
5,akiyana,schurig,,58.0,2200,6000,gut
6,sharingan,starke,,56.0,2200,6000,gut
1,shining rules,starke,,57.0,2000,8750,gut
2,atreju,hellyn,,57.0,2000,8750,gut
3,agosteo,helfenbein,,58.0,2000,8750,gut
4,arabian dreamer (ire),bojko,,57.0,2000,8750,gut
5,short cut,minarik,,58.0,2000,8750,gut
6,meqlaam,de vries,,57.5,2000,8750,gut
7,lynx,cadeddu,,57.0,2000,8750,gut
1,suracon,cadeddu,,60.0,2200,2000,gut
2,angel moon,de vries,,60.5,2200,2000,gut
3,zaphiras adventure (gb),helfenbein,,58.0,2200,2000,gut
4,quintessenz,panov,,58.0,2200,2000,gut
5,hachico (gb),stefutti,,57.0,2200,2000,gut
6,hosara,da silva,,58.0,2200,2000,gut
7,ironheart,schurig,,57.0,2200,2000,gut
8,opalin,müller,,62.0,2200,2000,gut
9,skallaglam,hellyn,,58.0,2200,2000,gut
1,el tren,bojko,,59.0,1750,22500,gut
2,king rubi,cadeddu,,55.5,1750,22500,gut
3,diplomat,de vries,,58.5,1750,22500,gut
4,marunas,starke,,56.5,1750,22500,gut
5,letro,scardino,,59.5,1750,22500,gut
6,dorado,helfenbein,,58.5,1750,22500,gut
7,ideal,hellyn,,60.0,1750,22500,gut
8,redesert,panov,,54.0,1750,22500,gut
1,shimrano,de vries,,58.0,2200,25000,gut
2,novano,hellyn,,57.0,2200,25000,gut
3,hot beat,starke,,58.0,2200,25000,gut
4,isidor,minarik,,59.0,2200,25000,gut
5,le tiger still,bojko,,57.0,2200,25000,gut
1,finch hatton,starke,,53.5,1750,6000,gut
2,ciocco wonder,bojko,,60.0,1750,6000,gut
3,darco,de vries,,55.5,1750,6000,gut
4,gambadino,helfenbein,,57.0,1750,6000,gut
5,seepracht,caddedu,,57.0,1750,6000,gut
6,mi senora,minarik,,55.0,1750,6000,gut
7,spicy,hellyn,,55.0,1750,6000,gut
1,kalahari,da silva,,53.0,2400,10000,gut
2,echo mountain,minarik,,54.5,2400,10000,gut
3,nordsommer,helfenbein,,60.0,2400,10000,gut
4,laura,hellyn,,57.5,2400,10000,gut
5,home please,bojko,,52.0,2400,10000,gut
6,serienlohn,de vries,,59.5,2400,10000,gut
7,schwarzgelb,starke,,56.0,2400,10000,gut
1,adira,cadeddu,,58.5,1600,4000,gut
2,fiorella (gb),starke,,57.5,1600,4000,gut
3,dark fighter,scardino,,57.0,1600,4000,gut
4,auenstern,hellyn,,59.0,1600,4000,gut
5,honora directa,helfenbein,,59.5,1600,4000,gut
6,france extreme (cze),juracek,,62.0,1600,4000,gut
7,novacovic,fleischer,,55.5,1600,4000,gut
8,ishasha,de vries,,59.0,1600,4000,gut
1,ardeola,pedroza,,56.5,1850,4200,gut
2,ledena (gb),porcu,,56.5,1850,4200,gut
3,orotouch (fr),pietsch,,58.0,1850,4200,gut
4,nordsturm,seidl,,57.5,1850,4200,gut
5,gisele,frank,,55.5,1850,4200,gut
6,time to hope,clijmans,,56.0,1850,4200,gut
1,erato,eichenhofer,,56.0,1850,6500,gut
2,dark forrest,nenadovic,,51.0,1850,6500,gut
3,küheylah asil,steudle,,51.5,1850,6500,gut
4,feather storm,weißmeier,,55.5,1850,6500,gut
5,twain,oppermann,,57.0,1850,6500,gut
6,passeto,weber,,57.0,1850,6500,gut
7,erlian,prasser,,57.0,1850,6500,gut
1,khalet,demuro,,57.5,2400,8950,gut
2,novalis,dettori,,57.5,2400,8950,gut
3,mastermind,pardon,,58.0,2400,8950,gut
4,strato,porcu,,58.0,2400,8950,gut
5,ausblick (ire),seidl,,58.0,2400,8950,gut
6,yenisey,gibson,,57.0,2400,8950,gut
7,compact birthday,piechulek,,57.0,2400,8950,gut
8,colombi,frank,,57.0,2400,8950,gut
9,phinnaeus,werning,,57.0,2400,8950,gut
10,lindblad,pietsch,,57.0,2400,8950,gut
1,shady,frank,,56.0,1850,10000,gut
2,turmalina,porcu,,60.0,1850,10000,gut
3,foolproof,demuro,,53.0,1850,10000,gut
4,key to fun,clijmans,,58.0,1850,10000,gut
5,proud citizen,pietsch,,60.0,1850,10000,gut
6,wadeshda,seidl,,55.0,1850,10000,gut
7,north point,piechulek,,56.0,1850,10000,gut
1,univers (fr),piechulek,,54.0,2200,7000,gut
2,gabrial the prince (ire),frank,,61.0,2200,7000,gut
3,christoph columbus,pietsch,,57.0,2200,7000,gut
4,welkando,laznovska,,58.5,2200,7000,gut
5,scataro,oppermann,,49.0,2200,7000,gut
6,juan,porcu,,60.5,2200,7000,gut
7,zubaida,seidl,,57.5,2200,7000,gut
8,landeck,eichenhofer,,57.0,2200,7000,gut
9,southampton,lopez,,61.0,2200,7000,gut
10,smoke charger (ire),pedroza,,57.5,2200,7000,gut
1,karpino,murphy,,58.0,1600,153000,gut
2,fanciful angel,dettori,,58.0,1600,153000,gut
3,molly le clou,pietsch,,58.0,1600,153000,gut
4,agent provocateur,demuro,,58.0,1600,153000,gut
5,making trouble,pedroza,,58.0,1600,153000,gut
6,palace prince,piechulek,,58.0,1600,153000,gut
7,brisanto (gb),seidl,,58.0,1600,153000,gut
8,cappella sansevero,keane,,58.0,1600,153000,gut
9,rock academy,frank,,58.0,1600,153000,gut
10,ebeltoft (ire),porcu,,58.0,1600,153000,gut
1,semai,troost,,55.0,1400,6600,gut
2,takeda shingen (usa),porcu,,59.0,1400,6600,gut
3,josefine,frank,,58.0,1400,6600,gut
4,belmondo (gb),piechulek,,56.5,1400,6600,gut
5,sao paulo,seidl,,52.5,1400,6600,gut
6,ocean tiger,pietsch,,59.0,1400,6600,gut
7,jupiter,lopez,,53.5,1400,6600,gut
8,nareion,pedroza,,60.0,1400,6600,gut
1,assembly,steudle,,59.0,1400,5100,gut
2,dagostino,weber,,58.5,1400,5100,gut
3,swift return (gb),weißmeier,,60.0,1400,5100,gut
4,millies quest (gb),pedroza,,60.5,1400,5100,gut
5,neuenburger,porcu,,55.0,1400,5100,gut
6,silencio,laznovska,,61.0,1400,5100,gut
7,kinout (ire),müller,,49.0,1400,5100,gut
8,belus,pietsch,,55.0,1400,5100,gut
1,alta monte,mattes,,55.0,2000,3500,weich
2,amazing dragon,schotten,,65.5,2000,3500,weich
3,go go queen (fr),fleißner,,57.0,2000,3500,weich
4,diamond diggins,spratter,,51.0,2000,3500,weich
5,tia suela,schneider,,64.5,2000,3500,weich
6,dusty cloud,pledl,,54.5,2000,3500,weich
7,pats patricia (fr),eck,,66.0,2000,3500,weich
8,maybe moonrise,pattinson,,57.0,2000,3500,weich
1,valdez,pledl,,56.5,1300,4000,weich
2,palm danon (ire),pecheur,,57.5,1300,4000,weich
3,nasijah (gb),clös,,58.0,1300,4000,weich
4,kowalsky (hun),mühlbauer,,59.0,1300,4000,weich
5,del robre,moffatt,,52.0,1300,4000,weich
6,florosso,drozda,,58.5,1300,4000,weich
1,bondi,havlik,,54.0,1200,10000,weich
2,donna sophia,clös,,55.5,1200,10000,weich
3,best dreaming,best,,60.5,1200,10000,weich
4,ach was,hofer,,53.0,1200,10000,weich
5,macchiavelli,ferguson,,56.0,1200,10000,weich
1,night melody (ire),schiergen,,56.0,2000,5100,weich
2,solange,ferguson,,55.0,2000,5100,weich
3,patchy,hofer,,57.0,2000,5100,weich
4,pats best,pecheur,,58.0,2000,5100,weich
5,snowhite,fitzpatrick,,55.0,2000,5100,weich
6,sandrine,mühlbichler,,55.0,2000,5100,weich
7,wisperwind,moffatt,,57.0,2000,5100,weich
8,pazzia,hofer,,55.0,2000,5100,weich
9,razaan,havlik,,55.0,2000,5100,weich
10,copperopolis,drozda,,57.0,2000,5100,weich
1,nice danon (gb),zwingelstein,,58.0,1600,4000,weich
2,winoso (hun),mühlbauer,,54.5,1600,4000,weich
3,air attack (ire),moffatt,,57.0,1600,4000,weich
4,youm momayez (gb),hofer,,56.0,1600,4000,weich
5,lausanne,best,,59.5,1600,4000,weich
6,sunny beach (pol),müller,,55.5,1600,4000,weich
7,starside,hofer,,53.5,1600,4000,weich
1,sign your name,hofer,,56.5,1600,5100,weich
2,berwick,hofer,,57.5,1600,5100,weich
3,madrugada,ferguson,,56.5,1600,5100,weich
4,nantiago,pecheur,,58.0,1600,5100,weich
5,lady quatz (fr),fitzpatrick,,55.5,1600,5100,weich
6,night time,havlik,,55.5,1600,5100,weich
7,rock to the moon (ire),schiergen,,57.5,1600,5100,weich
8,on attaque,moffatt,,55.5,1600,5100,weich
1,attentionadventure (gb),bitala,,58.0,1600,3100,weich
2,distant day (ire),fitzpatrick,,55.0,1600,3100,weich
3,ourasi,best,,55.0,1600,3100,weich
4,rait,clös,,55.0,1600,3100,weich
5,quinta grande,hofer,,55.0,1600,3100,weich
6,alaska snow,hofer,,55.5,1600,3100,weich
7,si partout (fr),roesch,,57.0,1600,3100,weich
8,power primus,moffatt,,57.5,1600,3100,weich
9,la luna sonja,pecheur,,55.0,1600,3100,weich
10,wadi alamardi,schiergen,,57.0,1600,3100,weich
11,onenightinbangkok,havlik,,55.0,1600,3100,weich
12,element five,drozda,,58.0,1600,3100,weich
1,king goofi,best,,53.5,2200,5500,weich
2,marius,pecheur,,57.0,2200,5500,weich
3,bodegas,mühlbichler,,53.0,2200,5500,weich
