Date,Location,Distance,Prize,Category,Class,Ground_state,Horses
               24. August 2019             ,              Baden-Baden            ,1800 m  ,  7000 €,D,,                     Boden: gut                  ,"['                   1.             ', ' La Sadira ', 'E.Pedroza', 'A.Wöhler', '55,5', '                   2.             ', ' Roshan (USA) ', 'L.Delozier', 'H.Grewe', '58,0', '                   3.             ', ' Daily Delight ', 'A.Starke', 'M.Figge', '56,0', '                   4.             ', ' Asifa ', 'M.Casamento', 'L.Hammer-Hansen', '55,0', '                   5.             ', ' Dolcetta (IRE) ', 'B.Murzabayev', 'A.Bolte', '55,0', '                   6.             ', ' Tintoretto ', 'M.Cadeddu', 'J.P.Carvalho', '57,0', '                   7.             ', ' Oseleta ', 'A.de Vries', 'T.Potters', '56,0', '                   8.             ', ' Maxanto ', 'F.Minarik', 'J.Pohl', '57,5', '                   9.             ', ' Reine Noire ', 'T.Scardino', 'Marco Klein', '55,5', '                   10.             ', ' Nada Mas ', 'A.v.d.Troost', 'Y.Almenräder', '55,0', '                   11.             ', ' Donna Karolina ', 'J.Bojko', 'M.Rotering', '55,0']"
               24. August 2019             ,              Baden-Baden            ,2400 m  ,  52000 €,C,,                     Boden: gut                  ,"['                   1.             ', ' Queen Josephine ', 'W.Panov', 'M.Figge', '54,0', '                   2.             ', ' Andoro ', 'B.Murzabayev', 'R.Dzubasz', '55,0', '                   3.             ', ' La Pradera (GB) ', 'F.Minarik', 'H.Grewe', '54,0', '                   4.             ', ' Estivo (IRE) ', 'E.Pedroza', 'J.D.Hillis', '55,0', '                   5.             ', ' Ida Alata ', 'L.Delozier', 'H.Grewe', '54,0', '                   6.             ', ' Enjoy The Moon (IRE) ', 'A.Starke', 'P.Schiergen', '58,0', '                   7.             ', ' Nubbel ', 'Jiri Palik', 'M.Klug', '55,0', '                   8.             ', ' Eastwood ', 'S.Vogt', 'C.Bocskai', '55,0', '                   9.             ', ' Kliff ', 'M.Casamento', 'R.Dzubasz', '55,0', '                   10.             ', ' Sa Sal ', 'M.Pecheur', 'M.Rotering', '56,0']"
               24. August 2019             ,              Baden-Baden            ,2200 m  ,  8200 €,F,IV,                     Boden: gut                  ,"['                   1.             ', ' Epatant (FR) ', 'E.R.Weißmeier', 'R.Weißmeier', '56,5', '                   2.             ', ' Spignel (GB) ', 'B.Ganbat', 'S.J.Hellier', '62,0', '                   3.             ', ' Culworth Boy (IRE) ', 'R.Danz', 'A.Bodenhagen', '54,0', '                   4.             ', ' Nordtänzer ', 'A.de Vries', 'G.Geisler', '60,0', '                   5.             ', ' Giants Cauldron ', 'H.Böhler', 'J.Lehmann', '60,0', '                   6.             ', ' Fit To Run (FR) ', 'P.Cheyer', 'M.Weber', '54,5', '                   7.             ', ' Sweety Heart (FR) ', 'R.Weber', 'K.Kerekes', '62,5', '                   8.             ', ' Bergadler ', 'T.Scardino', 'Marco Klein', '58,5', '                   9.             ', ' Earl Of Heinz (FR) ', 'F.Minarik', 'U.Schwinn', '64,5', '                   10.             ', ' Belle De Jour ', 'B.Murzabayev', 'E.Storp', '55,5', '                   11.             ', ' Golden Tango ', 'V.Schiergen', 'Marco Klein', '59,5', '                   12.             ', ' Kashani (IRE) ', 'R.Mela', 'S.Buchner', '52,0', '                   13.             ', ' Faytosa ', 'J.Bojko', 'C.Thomas', '54,0', '                   14.             ', ' Red Flash ', 'T.Straßmeier', 'J.Straßmeier', '59,0', '                   15.             ', ' Twinnie ', 'H.Mouchova', 'M.Bach', '54,0', '                   16.             ', ' Almata ', 'M.Pecheur', 'D.Müller', '54,0']"
               24. August 2019             ,              Baden-Baden            ,1600 m  ,  11000 €,E,III,                     Boden: gut                  ,"['                   1.             ', ' Maradan (FR) ', 'J.P.Carvalho', 'J.D.Hillis', '67,0', '                   2.             ', ' Darshano ', 'A.Göritz', 'C.Bocskai', '66,0', '                   3.             ', ' Incorruptible (IRE) ', 'P.J.Werning', 'R.Weißmeier', '68,0', '                   4.             ', ' Ardashir (USA) ', 'A.Suborics', 'A.Suborics', '64,0', '                   5.             ', ' Smoke On The Water ', 'M.F.Weißmeier', 'S.Birner', '67,0', '                   6.             ', ' Novacovic ', 'L.M.Pecheur', 'F.Fuhrmann', '64,0', '                   7.             ', ' Griffone (FR) ', 'H.Grewe', 'J.D.Hillis', '65,5', '                   8.             ', ' Exclusive Potion (FR) ', 'G.Scardino', 'Marco Klein', '65,5']"
               24. August 2019             ,              Baden-Baden            ,2000 m  ,  55000 €,A,Gr III,                     Boden: gut                  ,"['                   1.             ', ' Alounak (FR) ', 'C.Lecoeuvre', 'W.Hickst', '56,0', '                   2.             ', ' Be My Sheriff ', 'L.Delozier', 'H.Grewe', '57,0', '                   3.             ', ' Royal Youmzain (FR) ', 'E.Pedroza', 'A.Wöhler', '57,0', '                   4.             ', ' Itobo ', 'M.Casamento', 'H.J.Gröschel', '59,0', '                   5.             ', ' Wai Key Star ', 'A.de Vries', 'S.Steinberg', '57,0', '                   6.             ', ' Dato (GB) ', 'B.Ganbat', 'S.Smrczek', '53,0', '                   7.             ', ' Sibelius ', 'M.Pecheur', 'M.Klug', '53,0', '                   8.             ', ' Ismene ', 'F.Minarik', 'J.P.Carvalho', '52,5']"
               24. August 2019             ,              Baden-Baden            ,1200 m  ,  8200 €,F,IV,                     Boden: gut                  ,"['                   1.             ', ' Killerbiene ', 'M.Seidl', 'M.Kriegsheim', '55,0', '                   2.             ', ' Circuskind (IRE) ', 'M.Pecheur', 'F.Fuhrmann', '61,5', '                   3.             ', ' Lady Cristal (IRE) ', 'S.Vogt', 'B.J.Friesdorf', '60,5', '                   4.             ', ' Bective (IRE) ', 'B.Murzabayev', 'J.Pohl', '58,5', '                   5.             ', ' Sea Ess Seas (IRE) ', 'M.Casamento', 'C.Lenaers/BEL', '62,0', '                   6.             ', ' Rateel (IRE) ', 'E.Pedroza', 'F.Fuhrmann', '57,5', '                   7.             ', ' Ice Club (IRE) ', 'B.Ganbat', 'S.J.Hellier', '55,0', '                   8.             ', ' Modina ', 'M.Cadeddu', 'D.Müller', '54,5', '                   9.             ', ' Prefect (GB) ', 'R.Danz', 'A.Bodenhagen', '52,0', '                   10.             ', ' Zebspear (IRE) ', 'A.Best', 'S.Schleppi', '64,5', '                   11.             ', ' Sequel ', 'V.Schiergen', 'M.Figge', '60,0', '                   12.             ', ' Whiskey Jungle (IRE) ', 'Jiri Palik', 'M.Musialova', '59,5', '                   13.             ', ' Sunbright (IRE) ', 'J.Bojko', 'F.Fuhrmann', '58,5']"
               24. August 2019             ,              Baden-Baden            ,1800 m  ,  14000 €,C,II,                     Boden: gut                  ,"['                   1.             ', ' Auenwolf ', 'A.de Vries', 'A.Bolte', '58,5', '                   2.             ', ' Toriano (FR) ', 'M.Casamento', 'W.Hickst', '56,0', '                   3.             ', ' Plain Beau (GB) ', 'F.Minarik', 'C.Whitfield', '60,0', '                   4.             ', ' All Win (IRE) ', 'M.Cadeddu', 'H.J.Gröschel', '53,0', '                   5.             ', ' Shutterbug (FR) ', 'L.Delozier', 'W.Mongil', '60,0', '                   6.             ', ' Nordinsky ', 'M.Pecheur', 'D.Moser', '52,0', '                   7.             ', ' Larea (GB) ', 'A.Starke', 'P.Schiergen', '56,5', '                   8.             ', ' Realisator (FR) ', 'S.Vogt', 'C.J.M.Wolters/NL', '55,5', '                   9.             ', ' Action Please ', 'J.Bojko', 'J.D.Hillis', '53,0', '                   10.             ', ' Glad Libero ', 'A.Best', 'S.Schleppi', '61,0']"
               24. August 2019             ,              Baden-Baden            ,1800 m  ,  10000 €,D,III,                     Boden: gut                  ,"['                   1.             ', ' Alario ', 'M.Casamento', 'W.Hickst', '58,0', '                   2.             ', ' Gallina Du Moulin (FR) ', 'M.Pecheur', 'U.Schwinn', '56,0', '                   3.             ', ' Navaro ', 'L.Delozier', 'H.Grewe', '58,5', '                   4.             ', ' Dreamcatcher ', 'A.Pietsch', 'T.Potters', '55,5', '                   5.             ', ' Itman ', 'S.Vogt', 'C.Bocskai', '61,0', '                   6.             ', ' Spiritofedinburgh (IRE) ', 'E.R.Weißmeier', 'R.Weißmeier', '59,5', '                   7.             ', ' Nice Glory (FR) ', 'A.de Vries', 'W.Glanz', '58,5', '                   8.             ', ' Hellomoto (GB) ', 'M.Seidl', 'K.Gernreich', '60,5', '                   9.             ', ' Shadowhunter ', 'M.Cadeddu', 'P.Vovcenko', '54,0', '                   10.             ', ' Taurus ', 'P.Cheyer', 'M.Weber', '50,0', '                   11.             ', ' Dream Team (GB) ', 'A.Best', 'S.Schleppi', '58,5', '                   NS             ', ' Wishjoy (IRE) ', 'F.Minarik', 'J.P.Carvalho', '55,0']"
               24. August 2019             ,              Baden-Baden            ,1600 m  ,  6500 €,E,,                     Boden: gut                  ,"['                   1.             ', ' Earl ', 'T.Scardino', 'Marco Klein', '58,0', '                   2.             ', ' Sasuka ', 'M.Pecheur', 'W.Gülcher', '55,5', '                   3.             ', ' Simsong (FR) ', 'H.Böhler', 'S.Smrczek', '55,0', '                   4.             ', ' Overdose DOroux (FR) ', 'S.Vogt', 'C.Bocskai', '57,0', '                   5.             ', ' Marqoom (GB) ', 'F.X.Weißmeier', 'J.M.Snackers', '57,5', '                   6.             ', ' Kranachberg (FR) ', 'W.Panov', 'J.D.Hillis', '57,5']"
               25. August 2019             ,              Dresden            ,1400 m  ,  5100 €,D,,                     Boden: gut                  ,"['                   1.             ', ' Rubaiyat (FR) ', 'Mirko Sanna', 'H.Grewe', '58,0', '                   2.             ', ' Alaska Fox ', 'J.Safar', 'C.Barsig', '58,0', '                   3.             ', ' Nordic Oak (IRE) ', 'M.Laube', 'P.Schiergen', '56,0', '                   4.             ', ' Kellahen ', 'M.Milojevic', 'S.Schütz', '58,0', '                   5.             ', ' Sweet Destiny ', 'M.Seidl', 'S.Richter', '56,0', '                   6.             ', ' Mrs Applebee ', 'J.Verner', 'R.Dzubasz', '56,0', '                   7.             ', ' Vivienne Wells (FR) ', 'C.Henrique', 'D.Tousek', '56,0', '                   8.             ', ' Born To Race ', 'M.Hrouda', 'K.Germic/CZ', '55,0', '                   NS             ', ' Canaletto ', 'R.Koplik', 'C.Barsig', '58,0']"
               25. August 2019             ,              Dresden            ,1500 m  ,  5000 €,F,IV,                     Boden: gut                  ,"['                   1.             ', ' Sternzeichen ', 'M.Laube', 'M.Angermann', '55,5', '                   2.             ', ' Turfglocke ', 'M.Seidl', 'S.Richter', '58,0', '                   3.             ', ' Humita ', 'A.Helfenbein', 'A.Glodde', '61,0', '                   4.             ', ' Amparo ', 'N.Polli', 'G.Lentz', '59,0', '                   5.             ', ' Fabric (GB) ', 'Mirko Sanna', 'M.Megsner', '60,0', '                   6.             ', ' Sha Gino ', 'S.Pattinson', 'G.Scholze', '64,5', '                   7.             ', ' Essea (POL) ', 'J.Safar', 'E.Porebna/PL', '62,0', '                   8.             ', ' Rabbit Makfi (GB) ', 'T.Grbavcicova', 'P.Juranek', '54,0', '                   9.             ', ' As De Treffles (FR) ', 'V.Koreckova', 'T.Vana', '59,5', '                   10.             ', ' Niperka ', 'J.Naglic', 'S.Schütz', '53,0', '                   11.             ', ' Kölner Kimberley ', 'C.Henrique', 'H.Franke', '52,0', '                   12.             ', ' Iskan (HUN) ', 'R.Koplik', 'F.Drozda', '61,0']"
               25. August 2019             ,              Dresden            ,1900 m  ,  5500 €,E,IV,                     Boden: gut                  ,"['                   1.             ', ' Lady OConnor (IRE) ', 'J.Safar', 'C.Hottewitzsch', '59,5', '                   2.             ', ' Vendetta ', 'J.Verner', 'R.Dzubasz', '54,5', '                   3.             ', ' Montalcino ', 'C.Santangelo', 'D.Paulick', '53,0', '                   4.             ', ' Kaisertaler ', 'A.Helfenbein', 'H.Vorsilkova', '53,0', '                   5.             ', ' Osumi ', 'C.Henrique', 'S.Richter', '57,5', '                   6.             ', ' New Order ', 'T.Scardino', 'U.Stech', '61,0', '                   7.             ', ' Hisahito ', 'M.Laube', 'J.Korpas', '55,5', '                   8.             ', ' Blue Distant ', 'M.Milojevic', 'S.Schütz', '58,0', '                   9.             ', ' Diamond Queen ', 'R.Koplik', 'C.Barsig', '62,0', '                   10.             ', ' Antonori ', 'M.Seidl', 'S.Richter', '59,0', '                   11.             ', ' Dr Smolder (IRE) ', 'Mirko Sanna', 'M.Megsner', '57,0', '                   12.             ', ' Redemption Song (FR) ', 'N.Polli', 'M.Stancik', '54,0']"
               25. August 2019             ,              Dresden            ,2200 m  ,  6000 €,D,III,                     Boden: gut                  ,"['                   1.             ', ' Mo My Dream (FR) ', 'J.Verner', 'F.Neuberg/CZ', '56,5', '                   2.             ', ' Innis ', 'Mirko Sanna', 'J.Korpas', '59,0', '                   3.             ', ' Amarone ', 'M.Laube', 'E.Fabianova', '54,0', '                   4.             ', ' Mademoiselle ', 'M.Hrouda', 'R.Dzubasz', '61,5', '                   5.             ', ' Palace King ', 'C.Henrique', 'S.Richter', '57,5', '                   6.             ', ' Cash The Cheque ', 'M.Seidl', 'S.Richter', '57,0', '                   7.             ', ' Viva La Corsa ', 'T.Scardino', 'U.Stech', '56,0', '                   8.             ', ' Escobar ', 'R.Koplik', 'C.Barsig', '60,0', '                   9.             ', ' Three Streams (IRE) ', 'A.Helfenbein', 'U.Stech', '55,5', '                   10.             ', ' Standing Rock (FR) ', 'N.Polli', 'M.Stancik', '60,0', '                   11.             ', ' So They Say (FR) ', 'A.Florian', 'F.Neuberg/CZ', '57,0', '                   NS             ', ' Good Bye ', 'J.Safar', 'C.Barsig', '56,5']"
               25. August 2019             ,              Dresden            ,1400 m  ,  7500 €,D,III,                     Boden: gut                  ,"['                   1.             ', ' Infamous Lawman (IRE) ', 'C.Henrique', 'L.W.J.v.d.Meulen/NL', '60,0', '                   2.             ', ' Maya ', 'M.Milojevic', 'S.Schütz', '61,5', '                   3.             ', ' Belinda Too ', 'A.Helfenbein', 'H.Vorsilkova', '53,0', '                   4.             ', ' Saxonia ', 'M.Seidl', 'S.Richter', '60,0', '                   5.             ', ' Braveheart ', 'M.Laube', 'J.Korpas', '54,0', '                   6.             ', ' Sunnylea ', 'R.Koplik', 'U.Stech', '58,0', '                   7.             ', ' Antares ', 'A.Florian', 'R.Dzubasz', '60,5', '                   8.             ', ' Bridport (IRE) ', 'J.Safar', 'S.Myskova', '58,0', '                   9.             ', ' Fadim (GB) ', 'Mirko Sanna', 'M.Stancik', '52,0', '                   10.             ', ' Wlastina (GB) ', 'J.Verner', 'F.Neuberg/CZ', '52,5']"
               25. August 2019             ,              Dresden            ,1400 m  ,  6000 €,D,,                     Boden: gut                  ,"['                   1.             ', ' Diary Of Dreams ', 'M.Seidl', 'S.Richter', '58,0', '                   2.             ', ' Forcetoreckon (GB) ', 'M.Laube', 'L.W.J.v.d.Meulen/NL', '58,0', '                   3.             ', ' La Valetta ', 'J.Safar', 'P.Vovcenko', '57,5', '                   4.             ', ' Novika ', 'C.Henrique', 'C.Barsig', '57,0', '                   5.             ', ' Isabell ', 'R.Koplik', 'C.Barsig', '57,5', '                   NS             ', ' Ninara ', 'Mirko Sanna', 'H.Grewe', '57,5']"
               25. August 2019             ,              Dresden            ,1500 m  ,  3400 €,E,,                     Boden: gut                  ,"['                   1.             ', ' Alexia ', 'M.Laube', 'E.Fabianova', '54,0', '                   2.             ', ' Macan ', 'Mirko Sanna', 'A.Kästner', '56,0', '                   3.             ', ' Armance (FR) ', 'M.Seidl', 'S.Richter', '54,0', '                   4.             ', ' Thessa ', 'A.Helfenbein', 'D.Paulick', '54,0', '                   5.             ', ' Quintero (CZE) ', 'V.Koreckova', 'T.Vana', '59,0', '                   6.             ', ' Varicon ', 'R.Koplik', 'R.Siegert', '57,5', '                   NS             ', ' Lady Lilian ', 'W.Falland', 'S.Richter', '56,5']"
               25. August 2019             ,              Dresden            ,2100 m  ,  4000 €,F,IV,                     Boden: gut                  ,"['                   1.             ', ' Malo ', 'A.Helfenbein', 'U.Stech', '61,5', '                   2.             ', ' Fulmine Luna (FR) ', 'A.Florian', 'T.Duchon', '55,0', '                   3.             ', ' Nee Lamour ', 'C.Henrique', 'P.Hlavaty/CZ', '55,0', '                   4.             ', ' Hernandez ', 'C.Santangelo', 'E.Schnakenberg', '59,0', '                   5.             ', ' Whitesnake ', 'J.Naglic', 'S.Schütz', '58,5', '                   6.             ', ' Quest Royal (SRB) ', 'J.Verner', 'F.Neuberg/CZ', '54,5', '                   7.             ', ' Tshirina ', 'N.Polli', 'G.Lentz', '54,0', '                   8.             ', ' So Super ', 'R.Koplik', 'C.Barsig', '57,5', '                   9.             ', ' Baldessari (GB) ', 'M.Laube', 'G.Scholze', '54,0', '                   10.             ', ' Anjellico (CZE) ', 'J.Safar', 'J.Bartos', '59,5', '                   11.             ', ' Zenith ', 'Mirko Sanna', 'E.Schnakenberg', '54,5', '                   NS             ', ' Mazaska Jaci (FR) ', 'M.Seidl', 'M.Angermann', '55,0']"
               25. August 2019             ,              Cuxhaven            ,1400 m  ,  2000 €,F,,                     Boden: normal                  ,"['                   1.             ', ' Monte Cinq (IRE) ', 'J.Beckmann', 'J.Beckmann', '63,0', '                   2.             ', ' Pangania ', 'Melina Ehm', 'P.Vovcenko', '55,0', '                   3.             ', ' Vesuv ', 'A.Weis', 'B.Nedorostek', '62,0', '                   4.             ', ' Summy Way (IRE) ', 'R.Bonk', 'F.Fuhrmann', '60,5', '                   NS             ', ' Yes Maybe (IRE) ', 'J.Boysen', 'F.Fuhrmann', '57,0']"
