Date,Location,Distance,Prize,Category,Class,Ground_state,Horses
               27. September 2014             ,              Dresden            ,1400 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Universal Star ', 'M.Seidl', '', '57,0', '                   2.             ', ' Lascalina ', 'A.Best', '', '57,5', '                   3.             ', ' Vallee Fleurie ', 'B.Ganbat', '', '57,0', '                   4.             ', ' Magic Moments ', 'J.Bojko', '', '58,0']"
               27. September 2014             ,              Dresden            ,1500 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Pourquoi Pas ', 'B.Ganbat', '', '57,0', '                   2.             ', ' Bear Power ', 'T.Scardino', '', '57,0', '                   3.             ', ' Karpina ', 'J.Bojko', '', '55,0', '                   4.             ', ' Iffinvasion ', 'R.Piechulek', '', '57,0', '                   5.             ', ' Holy Rose ', 'F.F.Da Silva', '', '54,0', '                   6.             ', ' Albizia ', 'A.Best', '', '57,0', '                   7.             ', ' Manouche ', 'D.Bonilla', '', '56,0']"
               27. September 2014             ,              Dresden            ,1900 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' A Miracle ', 'T.Schurig', '', '51,0', '                   2.             ', ' Mr Beauregard (USA) ', 'D.Bonilla', '', '60,5', '                   3.             ', ' Ustana ', 'R.Piechulek', '', '54,0', '                   4.             ', ' Aschek ', 'B.Ganbat', '', '58,5', '                   5.             ', ' Harathea ', 'M.Seidl', '', '59,5', '                   6.             ', ' Amatia ', 'A.Best', '', '53,0', '                   7.             ', ' Mambo Lady ', 'F.F.Da Silva', '', '60,0', '                   8.             ', ' Auenstern ', 'J.Bojko', '', '55,5']"
               27. September 2014             ,              Dresden            ,1500 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Great Pearl ', 'M.Seidl', '', '54,5', '                   2.             ', ' House Of Orange ', 'D.Bonilla', '', '61,0', '                   3.             ', ' La Luneta ', 'T.Scardino', '', '56,5', '                   4.             ', ' Alkaldo ', 'R.Piechulek', '', '56,0', '                   5.             ', ' Emma ', 'A.Best', '', '54,0', '                   6.             ', ' Pavana ', 'T.Schurig', '', '52,0', '                   7.             ', ' Envyto ', 'F.F.Da Silva', '', '56,0']"
               27. September 2014             ,              Dresden            ,1500 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Burschentanz ', 'A.Best', '', '53,5', '                   2.             ', ' Rule Britannia ', 'D.Bonilla', '', '55,5', '                   3.             ', ' Titania ', 'M.Seidl', '', '58,0', '                   4.             ', ' Salzenforst ', 'N.Arendsen', '', '59,5', '                   5.             ', ' Ciel De Loire ', 'T.Scardino', '', '56,0', '                   6.             ', ' Balinus ', 'B.Ganbat', '', '54,5', '                   7.             ', ' Mi Senora ', 'J.Bojko', '', '52,5', '                   8.             ', ' Concordia ', 'R.Piechulek', '', '57,0']"
               27. September 2014             ,              Dresden            ,1500 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' New Fortuna ', 'J.Bojko', '', '57,0', '                   2.             ', ' Izidor (CZE) ', 'N.Arendsen', '', '61,0', '                   3.             ', ' France Extreme (CZE) ', 'T.Scardino', '', '60,5', '                   4.             ', ' Baba Jaga ', 'B.Ganbat', '', '61,5', '                   5.             ', ' Gonscharga ', 'F.F.Da Silva', '', '52,0', '                   6.             ', ' Komeos ', 'A.Best', '', '61,5', '                   7.             ', ' Magorium ', 'D.Bonilla', '', '53,0', '                   8.             ', ' Sepideh ', 'T.Hofer', '', '57,5', '                   9.             ', ' Bear Paolina ', 'R.Piechulek', '', '56,0', '                   10.             ', ' Asuria ', 'M.Seidl', '', '52,5', '                   11.             ', ' Kimara ', 'T.Schurig', '', '50,0', '                   12.             ', ' Maupiti Express ', 'M.Timpelan', '', '60,0']"
               27. September 2014             ,              Dresden            ,2200 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Isadaniela ', 'T.Scardino', '', '56,5', '                   2.             ', ' Lado ', 'B.Ganbat', '', '59,5', '                   3.             ', ' Best Love Song ', 'R.Piechulek', '', '60,0', '                   4.             ', ' New Jersey ', 'D.Bonilla', '', '61,0', '                   5.             ', ' High Prince ', 'A.Best', '', '57,0', '                   6.             ', ' Amondo ', 'J.Bojko', '', '52,5', '                   7.             ', ' Go Go Queen (FR) ', 'C.Fleißner', '', '59,5', '                   8.             ', ' Vulkan ', 'A.Biessey', '', '50,0', '                   9.             ', ' Lady Morning ', 'T.Schurig', '', '57,0', '                   10.             ', ' Kavendish ', 'F.F.Da Silva', '', '52,0', '                   11.             ', ' Marylin Mia ', 'M.Seidl', '', '57,0']"
               27. September 2014             ,              Köln            ,2400 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Notre Same ', 'A.Pietsch', '', '58,0', '                   2.             ', ' Gone By ', 'F.Minarik', '', '57,0', '                   3.             ', ' Sarina ', 'S.Hellyn', '', '56,0', '                   4.             ', ' Key ', 'E.Pedroza', '', '57,0', '                   5.             ', ' Chindeni (GB) ', 'E.R.Weißmeier', '', '51,0', '                   6.             ', ' Agonda ', 'D.Porcu', '', '55,0']"
               27. September 2014             ,              Köln            ,1850 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Sunnyvale ', 'F.Minarik', '', '56,0', '                   2.             ', ' Deste ', 'S.Hellyn', '', '56,0', '                   3.             ', ' Van Victory ', 'E.Frank', '', '58,0', '                   4.             ', ' Blue Night ', 'D.Porcu', '', '57,0', '                   5.             ', ' Crystal Doll (HOL) ', 'A.Helfenbein', '', '55,0', '                   6.             ', ' Honos (FR) ', 'E.Pedroza', '', '57,0', '                   7.             ', ' Teacher ', 'K.Clijmans', '', '57,0', '                   8.             ', ' Lucky Victory ', 'P.Gibson', '', '57,0', '                   9.             ', ' Elgar ', 'A.Pietsch', '', '57,0', '                   10.             ', ' Big John Cannon ', 'E.R.Weißmeier', '', '52,0']"
               27. September 2014             ,              Köln            ,2400 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Venezianus ', 'A.Pietsch', '', '56,0', '                   2.             ', ' Dao Vasco ', 'F.Minarik', '', '58,5', '                   3.             ', ' Reply ', 'A.Helfenbein', '', '61,0', '                   4.             ', ' Avio ', 'S.Hofer', '', '52,0', '                   5.             ', ' Mandayef ', 'D.Porcu', '', '58,5', '                   6.             ', ' Red Dynamite ', 'M.Lopez', '', '56,5', '                   7.             ', ' A Night Like This ', 'A.Weis', '', '60,5', '                   8.             ', ' Arlington ', 'K.Clijmans', '', '55,5', '                   9.             ', ' Antonow ', 'E.Frank', '', '59,5', '                   10.             ', ' Quedlingburg ', 'S.Hellyn', '', '58,0']"
               27. September 2014             ,              Köln            ,2200 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Bella Duchessa ', 'D.Schiergen', '', '61,0', '                   2.             ', ' Risalto (FR) ', 'F.Minarik', '', '54,5', '                   3.             ', ' Nordsommer ', 'A.Helfenbein', '', '54,0', '                   4.             ', ' Calon Lad ', 'S.Hellyn', '', '56,5', '                   5.             ', ' Mandachic ', 'V.Schiergen', '', '56,5', '                   6.             ', ' Orsella ', 'E.Pedroza', '', '58,0', '                   7.             ', ' Juan ', 'D.Porcu', '', '54,0', '                   8.             ', ' Lebensglück ', 'W.Panov', '', '60,5', '                   9.             ', ' King Goofi ', 'E.Frank', '', '54,0', '                   10.             ', ' Ramblin Shadow ', 'S.Hofer', '', '52,0', '                   11.             ', ' Brunello ', 'A.Pietsch', '', '57,0', '                   12.             ', ' Nadenko ', 'P.Gibson', '', '60,0']"
               27. September 2014             ,              Köln            ,1400 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Falakee (GB) ', 'F.Minarik', '', '53,5', '                   2.             ', ' Tatar ', 'A.Weis', '', '60,5', '                   3.             ', ' Zuzu Angel (IRE) ', 'A.v.d.Troost', '', '52,0', '                   4.             ', ' Jupiter ', 'P.Werning', '', '55,0', '                   5.             ', ' Eujeny ', 'V.Schiergen', '', '55,0', '                   6.             ', ' Wafiyah ', 'M.Schmidt', '', '59,0', '                   7.             ', ' Spirit Doll (HOL) ', 'A.Pietsch', '', '61,0', '                   8.             ', ' Oquawka ', 'S.Hellyn', '', '53,5', '                   9.             ', ' Swift Return (GB) ', 'S.Hofer', '', '55,0', '                   10.             ', ' Ocean Tiger ', 'A.Helfenbein', '', '60,5']"
               27. September 2014             ,              Köln            ,1500 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Weichsel ', 'A.Helfenbein', '', '56,0', '                   2.             ', ' Rose Rized ', 'D.Porcu', '', '56,0', '                   3.             ', ' Amabelle ', 'A.Pietsch', '', '56,0', '                   4.             ', ' Bailley ', 'E.Pedroza', '', '56,0', '                   5.             ', ' Publilia ', 'I.Mendizabal', '', '58,0', '                   6.             ', ' Tuscany ', 'D.Schiergen', '', '58,0', '                   7.             ', ' Sign Your Name ', 'S.Hofer', '', '57,0', '                   8.             ', ' Woomera ', 'W.Panov', '', '58,0']"
               27. September 2014             ,              Köln            ,1600 m  ,  0 €,,,                     Boden: weich                  ,"['                   1.             ', ' Erlian ', 'J.Prasser', '', '59,0', '                   2.             ', ' Hernanda Directa ', 'P.Werning', '', '57,0', '                   3.             ', ' Notaio ', 'E.Frank', '', '58,0', '                   4.             ', ' Lisboeta ', 'P.Gibson', '', '59,0', '                   5.             ', ' Touch Of Pri (HUN) ', 'F.Minarik', '', '52,5', '                   6.             ', ' Pascani ', 'A.Weis', '', '57,0', '                   7.             ', ' Rosanna ', 'V.Schiergen', '', '52,0', '                   8.             ', ' Kim Groom ', 'S.Hellyn', '', '53,0', '                   9.             ', ' Assembly ', 'F.X.Weißmeier', '', '58,0', '                   10.             ', ' Noblement ', 'D.Schiergen', '', '58,0', '                   11.             ', ' Otranto ', 'D.Porcu', '', '54,0']"
               28. September 2014             ,              Köln            ,1600 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Sherlock ', 'E.Pedroza', '', '58,0', '                   2.             ', ' Bourree ', 'F.Minarik', '', '56,0', '                   3.             ', ' Leonido (GB) ', 'D.Porcu', '', '58,0', '                   4.             ', ' Mister Universum ', 'A.Pietsch', '', '58,0', '                   5.             ', ' Nordic Flight ', 'A.de Vries', '', '58,0', '                   6.             ', ' La Tigra ', 'A.Crastus', '', '56,0', '                   7.             ', ' Downton ', 'S.Hellyn', '', '58,0', '                   8.             ', ' Los Cerritos ', 'J.Bojko', '', '58,0']"
               28. September 2014             ,              Köln            ,1400 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Dragoslav (GB) ', 'J.Bojko', '', '54,0', '                   2.             ', ' El Zagal ', 'K.Clijmans', '', '60,5', '                   3.             ', ' Kasuga Danon ', 'F.F.Da Silva', '', '56,5', '                   4.             ', ' Librettista ', 'D.Porcu', '', '56,0', '                   5.             ', ' Foolproof ', 'A.Helfenbein', '', '57,0', '                   6.             ', ' Mister Mackenzie ', 'S.Hellyn', '', '56,5', '                   7.             ', ' Andrina ', 'A.Pietsch', '', '58,0', '                   8.             ', ' Black Cool Cat (IRE) ', 'F.Minarik', '', '59,5', '                   9.             ', ' Captain Noble ', 'E.R.Weißmeier', '', '58,0', '                   10.             ', ' Nareion ', 'A.de Vries', '', '57,5']"
               28. September 2014             ,              Köln            ,1850 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Sinaola ', 'F.Minarik', '', '52,5', '                   2.             ', ' Trigger Twist ', 'M.Lopez', '', '59,5', '                   3.             ', ' Earl Of Heinz (FR) ', 'D.Porcu', '', '58,0', '                   4.             ', ' Classic Blues ', 'A.Helfenbein', '', '56,0', '                   5.             ', ' Lavolo ', 'A.Pietsch', '', '58,5', '                   6.             ', ' Prevail ', 'D.Schiergen', '', '61,0', '                   7.             ', ' Shalin ', 'M.Seidl', '', '58,0', '                   8.             ', ' Pretty Highness ', 'A.de Vries', '', '59,5', '                   9.             ', ' Feather Storm ', 'J.Bojko', '', '60,5', '                   10.             ', ' Bin Manduro (GB) ', 'E.R.Weißmeier', '', '51,5', '                   11.             ', ' Tjerk (HOL) ', 'S.Hellyn', '', '58,5', '                   12.             ', ' Takeda Shingen (USA) ', 'S.Hofer', '', '57,0', '                   13.             ', ' Kitaneso (GB) ', 'T.Scardino', '', '56,0', '                   14.             ', ' Edley ', 'E.Pedroza', '', '59,0']"
               28. September 2014             ,              Köln            ,2100 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Pas De Deux ', 'A.de Vries', '', '60,0', '                   2.             ', ' See The Rock ', 'A.Helfenbein', '', '58,0', '                   3.             ', ' Foreign Hill ', 'N.Richter', '', '52,5', '                   4.             ', ' Nashita ', 'M.Seidl', '', '52,5', '                   5.             ', ' Red Ghost ', 'B.Ganbat', '', '57,0', '                   6.             ', ' Alito (GB) ', 'A.Pietsch', '', '55,5']"
               28. September 2014             ,              Köln            ,1600 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Dancing Sands ', 'A.Crastus', '', '57,0', '                   2.             ', ' Coco Sun ', 'B.Ganbat', '', '58,0', '                   3.             ', ' Slippers Best ', 'F.Lefebvre', '', '58,0', '                   4.             ', ' Malka ', 'J.Mitchell', '', '56,0', '                   5.             ', ' Goiania ', 'A.de Vries', '', '56,0', '                   6.             ', ' Queenie ', 'M.Seidl', '', '58,0', '                   7.             ', ' Waikika ', 'D.Bonilla', '', '56,0', '                   8.             ', ' Not Expected ', 'J.Bojko', '', '58,0', '                   9.             ', ' Ouvea ', 'A.Pietsch', '', '58,0', '                   10.             ', ' Wild Step ', 'A.Helfenbein', '', '56,0']"
               28. September 2014             ,              Köln            ,2400 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Empoli ', 'A.de Vries', '', '60,0', '                   2.             ', ' Earl Of Tinsdal ', 'E.Pedroza', '', '60,0', '                   3.             ', ' Night Wish ', 'A.Pietsch', '', '60,0', '                   4.             ', ' Girolamo ', 'D.Porcu', '', '60,0', '                   5.             ', ' Wild Chief ', 'I.Mendizabal', '', '56,5', '                   6.             ', ' Papagena Star ', 'A.Helfenbein', '', '55,0', '                   7.             ', ' Guardini ', 'F.Minarik', '', '56,5', '                   8.             ', ' Vif Monsieur ', 'K.Clijmans', '', '60,0', '                   9.             ', ' Sirius ', 'S.Hellyn', '', '56,5', '                   10.             ', ' Hey Little Görl ', 'A.Crastus', '', '58,5', '                   11.             ', ' Amazonit ', 'A.Hamelin', '', '56,5']"
               28. September 2014             ,              Köln            ,2400 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Glorious Sinndar ', 'J.Bojko', '', '53,5', '                   2.             ', ' Liebesbrief ', 'S.Hellyn', '', '54,5', '                   3.             ', ' Fresh Skyline ', 'A.Helfenbein', '', '58,0', '                   4.             ', ' Coeur Link ', 'F.Minarik', '', '52,0', '                   5.             ', ' Angreifer ', 'M.Seidl', '', '53,0']"
               28. September 2014             ,              Köln            ,1850 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Pissarro ', 'F.Minarik', '', '58,0', '                   2.             ', ' Silvery Moon (FR) ', 'S.Hofer', '', '58,0', '                   3.             ', ' Worlds Dream ', 'F.Lefebvre', '', '55,5', '                   4.             ', ' Lausanne ', 'F.F.Da Silva', '', '56,0', '                   5.             ', ' Faiza ', 'W.Panov', '', '56,0', '                   6.             ', ' Zubaida ', 'D.Porcu', '', '55,0', '                   7.             ', ' Marabello ', 'R.Piechulek', '', '57,5', '                   8.             ', ' Neuenburger ', 'A.de Vries', '', '57,0', '                   9.             ', ' Sazou Hilleshage ', 'S.Hellyn', '', '55,0']"
               28. September 2014             ,              Köln            ,2400 m  ,  0 €,,,                     Boden: g-w                  ,"['                   1.             ', ' Walzertakt ', 'F.F.Da Silva', '', '56,0', '                   2.             ', ' Osthurry ', 'S.Hofer', '', '56,5', '                   3.             ', ' Katalea ', 'J.Mitchell', '', '60,5', '                   4.             ', ' Anna Bellamy ', 'E.R.Weißmeier', '', '53,5', '                   5.             ', ' Anaximenes (IRE) ', 'T.Scardino', '', '57,5', '                   6.             ', ' Leila ', 'J.Bojko', '', '61,5', '                   7.             ', ' Saturn ', 'M.Seidl', '', '56,0', '                   8.             ', ' Iraja ', 'F.Minarik', '', '53,0', '                   9.             ', ' Magnifique ', 'A.Helfenbein', '', '57,0']"
               28. September 2014             ,              Mannheim            ,1400 m  ,  0 €,,,                     Boden: gut                  ,"['                   1.             ', ' Galante ', 'M.Blumenauer', '', '62,0', '                   2.             ', ' Beltaine Fire ', 'S.Ehl', '', '61,0', '                   3.             ', ' Skystream ', 'V.Schiergen', '', '66,0', '                   4.             ', ' Auenjagd ', 'L.M.Mattes', '', '61,0', '                   5.             ', ' Action Lion ', 'M.Gier', '', '65,5', '                   6.             ', ' Champions Time ', 'S.Brüggemann', '', '61,5', '                   7.             ', ' All Of England ', 'D.Moffatt', '', '61,0']"
               28. September 2014             ,              Mannheim            ,1900 m  ,  0 €,,,                     Boden: gut                  ,"['                   1.             ', ' Dime Dancer ', 'T.Hofer', '', '58,0', '                   2.             ', ' Panja ', 'S.Brüggemann', '', '56,0', '                   3.             ', ' Blue Blossom ', 'V.Schiergen', '', '56,0', '                   4.             ', ' Estrella ', 'L.Steudle', '', '52,0', '                   5.             ', ' Tiketitan ', 'B.Guenet', '', '58,0', '                   6.             ', ' Ibecke ', 'L.Giesgen', '', '54,0', '                   7.             ', ' Vip ', 'H.Husaini', '', '58,0', '                   8.             ', ' Green Wings ', 'L.M.Mattes', '', '56,0', '                   9.             ', ' Ostarakov ', 'Y.Donze', '', '53,0']"
               28. September 2014             ,              Mannheim            ,1900 m  ,  0 €,,,                     Boden: gut                  ,"['                   1.             ', ' Hartshead Flyer (IRE) ', 'B.Guenet', '', '68,0', '                   2.             ', ' Gold Prize ', 'A.Lupinacci', '', '66,5', '                   3.             ', ' Serko (FR) (H) ', 'A.Bihari', '', '68,5', '                   4.             ', ' No Limit ', 'S.Stören', '', '63,5', '                   5.             ', ' Bobby Dazzler ', 'M.Blumenauer', '', '65,5', '                   6.             ', ' Funky Music ', 'H.Jurankova', '', '64,0', '                   7.             ', ' Belus ', 'A.Mattes', '', '64,0', '                   8.             ', ' Manolitus ', 'A.Mills', '', '61,0']"
               28. September 2014             ,              Mannheim            ,2500 m  ,  0 €,,,                     Boden: gut                  ,"['                   1.             ', ' Naftali ', 'V.Schiergen', '', '59,0', '                   2.             ', ' Agape ', 'D.Moffatt', '', '60,0', '                   3.             ', ' Ciocco Sam ', 'S.Brüggemann', '', '63,0', '                   4.             ', ' Petit Filou ', 'M.Gier', '', '64,5', '                   5.             ', ' Sulanag ', 'S.Ehl', '', '63,0', '                   6.             ', ' Elwood ', 'L.M.Mattes', '', '57,0', '                   7.             ', ' Jolly Beauty ', 'H.Husaini', '', '58,0']"
               28. September 2014             ,              Mannheim            ,2500 m  ,  0 €,,,                     Boden: gut                  ,"['                   1.             ', ' Palanos ', 'A.Ferramosca', '', '65,5', '                   2.             ', ' Ahammera ', 'V.Schiergen', '', '70,5', '                   3.             ', ' Santa Luciana ', 'J.Fabris', '', '64,0', '                   4.             ', ' Tigers Star ', 'H.Husaini', '', '64,0', '                   5.             ', ' Nephele ', 'F.Tett', '', '72,0', '                   6.             ', ' Nabakuk ', 'M.Denuault', '', '71,0', '                   7.             ', ' Amimona ', 'N. de Julian', '', '64,0']"
